"","word","sum","wordnum"
"1","乙",16,1
"2","二",28,1
"3","入",43,1
"4","力",25,1
"5","三",25,1
"6","口",10,1
"7","士",79,1
"8","女",5,1
"9","子",9,1
"10","工",46,1
"11","中",36,1
"12","五",11,1
"13","什",5,1
"14","元",20,1
"15","內",29,1
"16","公",18,1
"17","六",10,1
"18","分",43,1
"19","化",18,1
"20","午",13,1
"21","友",9,1
"22","天",6,1
"23","心",35,1
"24","文",23,1
"25","方",24,1
"26","日",75,1
"27","月",43,1
"28","止",20,1
"29","片",6,1
"30","世",10,1
"31","丙",5,1
"32","主",9,1
"33","代",11,1
"34","出",18,1
"35","加",23,1
"36","包",7,1
"37","北",8,1
"38","台",39,1
"39","史",9,1
"40","四",10,1
"41","外",29,1
"42","市",5,1
"43","平",5,1
"44","未",9,1
"45","正",31,1
"46","生",155,1
"47","甲",7,1
"48","申",6,1
"49","目",17,1
"50","立",38,1
"51","交",15,1
"52","件",13,1
"53","份",5,1
"54","企",39,1
"55","休",9,1
"56","先",7,1
"57","光",9,1
"58","全",17,1
"59","共",6,1
"60","列",5,1
"61","合",27,1
"62","名",139,1
"63","年",86,1
"64","式",20,1
"65","成",33,1
"66","次",15,1
"67","老",8,1
"68","考",123,1
"69","色",9,1
"70","行",26,1
"71","位",41,1
"72","佔",7,1
"73","作",18,1
"74","免",6,1
"75","別",8,1
"76","利",6,1
"77","助",19,1
"78","含",18,1
"79","告",11,1
"80","址",23,1
"81","均",6,1
"82","完",7,1
"83","希",8,1
"84","快",6,1
"85","技",18,1
"86","投",6,1
"87","改",5,1
"88","更",13,1
"89","決",5,1
"90","沒",13,1
"91","沙",8,1
"92","究",59,1
"93","系",124,1
"94","育",8,1
"95","身",5,1
"96","並",13,1
"97","事",7,1
"98","享",14,1
"99","來",39,1
"100","供",12,1
"101","兩",13,1
"102","具",15,1
"103","制",8,1
"104","取",16,1
"105","始",9,1
"106","定",17,1
"107","屆",7,1
"108","性",21,1
"109","招",79,1
"110","放",5,1
"111","於",30,1
"112","明",25,1
"113","服",6,1
"114","析",9,1
"115","果",5,1
"116","況",5,1
"117","法",12,1
"118","注",5,1
"119","直",7,1
"120","知",13,1
"121","社",12,1
"122","表",13,1
"123","迎",36,1
"124","近",7,1
"125","金",19,1
"126","長",10,1
"127","附",10,1
"128","非",8,1
"129","保",7,1
"130","信",14,1
"131","前",16,1
"132","南",11,1
"133","品",5,1
"134","室",11,1
"135","封",5,1
"136","度",28,1
"137","律",12,1
"138","後",19,1
"139","思",5,1
"140","指",6,1
"141","政",12,1
"142","星",7,1
"143","查",16,1
"144","段",9,1
"145","活",10,1
"146","洽",6,1
"147","流",7,1
"148","為",34,1
"149","界",13,1
"150","相",25,1
"151","研",72,1
"152","科",61,1
"153","美",7,1
"154","英",7,1
"155","計",26,1
"156","重",8,1
"157","限",12,1
"158","面",27,1
