"","word","sum","wordnum","judge"
"1","我們實驗室",15,5,TRUE
"2","逢甲大學",11,4,TRUE
"3","實驗室的",10,4,TRUE
"4","碩士學位",11,4,TRUE
"5","學位學程",10,4,TRUE
"6","大資工",15,3,TRUE
"7","有興趣",11,3,TRUE
"8","的同學",11,3,TRUE
"9","的研究",20,3,TRUE
"10","研究所",17,3,TRUE
"11","准考證",15,3,TRUE
"12","祝大家",13,3,TRUE
"13","實驗室",49,3,TRUE
"14","碩士班",23,3,TRUE
"15","網路報",11,3,TRUE
"16","學年度",12,3,TRUE
"17","攝影機",11,3,TRUE
"18","一下",23,2,TRUE
"19","一個",21,2,TRUE
"20","一起",16,2,TRUE
"21","人才",10,2,TRUE
"22","入學",17,2,TRUE
"23","下午",12,2,TRUE
"24","口試",26,2,TRUE
"25","士生",10,2,TRUE
"26","大考",11,2,TRUE
"27","大學",57,2,TRUE
"28","已經",12,2,TRUE
"29","不會",13,2,TRUE
"30","不過",17,2,TRUE
"31","中央",23,2,TRUE
"32","今年",13,2,TRUE
"33","日期",12,2,TRUE
"34","出來",10,2,TRUE
"35","加入",11,2,TRUE
"36","加油",10,2,TRUE
"37","去年",13,2,TRUE
"38","可能",11,2,TRUE
"39","台大",32,2,TRUE
"40","正取",43,2,TRUE
"41","目前",25,2,TRUE
"42","交大",38,2,TRUE
"43","合作",12,2,TRUE
"44","同學",15,2,TRUE
"45","因為",18,2,TRUE
"46","地點",11,2,TRUE
"47","成績",28,2,TRUE
"48","收到",11,2,TRUE
"49","有人",13,2,TRUE
"50","有關",12,2,TRUE
"51","老師",51,2,TRUE
"52","考生",10,2,TRUE
"53","考場",12,2,TRUE
"54","考試",52,2,TRUE
"55","希望",12,2,TRUE
"56","我的",20,2,TRUE
"57","我們",31,2,TRUE
"58","沒有",20,2,TRUE
"59","系上",13,2,TRUE
"60","系所",14,2,TRUE
"61","系統",13,2,TRUE
"62","具備",10,2,TRUE
"63","招生",37,2,TRUE
"64","放榜",31,2,TRUE
"65","的實",11,2,TRUE
"66","的學",15,2,TRUE
"67","知道",23,2,TRUE
"68","查詢",11,2,TRUE
