"","word","sum","wordnum","judge"
"1","專任研究助理",15,6,TRUE
"2","博士後研究員",10,6,TRUE
"3","不另行通知",10,5,TRUE
"4","科技部計畫",15,5,TRUE
"5","碩士級專任",15,5,TRUE
"6","士級研究",11,4,TRUE
"7","工作內容",23,4,TRUE
"8","工作地點",15,4,TRUE
"9","工作時間",10,4,TRUE
"10","生物資訊",10,4,TRUE
"11","生機飲食",13,4,TRUE
"12","交通大學",15,4,TRUE
"13","有興趣的",11,4,TRUE
"14","依科技部",10,4,TRUE
"15","指導教授",10,4,TRUE
"16","研究助理",21,4,TRUE
"17","研究計畫",10,4,TRUE
"18","專任助理",20,4,TRUE
"19","無線網路",15,4,TRUE
"20","照科技部",10,4,TRUE
"21","碩士級研",12,4,TRUE
"22","請站內信",10,4,TRUE
"23","聯絡方式",10,4,TRUE
"24","大家好",15,3,TRUE
"25","中研院",11,3,TRUE
"26","台北市",11,3,TRUE
"27","本研究",10,3,TRUE
"28","有意願",10,3,TRUE
"29","有興趣",12,3,TRUE
"30","受測者",11,3,TRUE
"31","的同學",15,3,TRUE
"32","的研究",17,3,TRUE
"33","的夥伴",11,3,TRUE
"34","研究生",25,3,TRUE
"35","研究所",24,3,TRUE
"36","研究員",14,3,TRUE
"37","站內信",28,3,TRUE
"38","通知面",10,3,TRUE
"39","勞健保",14,3,TRUE
"40","意者請",16,3,TRUE
"41","資工所",10,3,TRUE
"42","實驗室",87,3,TRUE
"43","應徵資",10,3,TRUE
"44","聯絡人",13,3,TRUE
"45","一年",13,2,TRUE
"46","一個",14,2,TRUE
"47","一起",45,2,TRUE
"48","了解",13,2,TRUE
"49","人員",11,2,TRUE
"50","人際",10,2,TRUE
"51","人數",10,2,TRUE
"52","上的",13,2,TRUE
"53","上班",10,2,TRUE
"54","大學",79,2,TRUE
"55","小時",20,2,TRUE
"56","工作",40,2,TRUE
"57","工程",17,2,TRUE
"58","已經",13,2,TRUE
"59","不會",10,2,TRUE
"60","中央",16,2,TRUE
"61","內容",26,2,TRUE
"62","公司",11,2,TRUE
"63","分享",10,2,TRUE
"64","分析",21,2,TRUE
"65","分鐘",15,2,TRUE
"66","化學",26,2,TRUE
"67","心理",10,2,TRUE
"68","文化",11,2,TRUE
"69","方式",31,2,TRUE
"70","月薪",11,2,TRUE
"71","比照",12,2,TRUE
"72","比較",12,2,TRUE
"73","主旨",10,2,TRUE
"74","以一",10,2,TRUE
"75","加入",16,2,TRUE
"76","可能",12,2,TRUE
"77","台大",26,2,TRUE
"78","台北",20,2,TRUE
"79","台灣",14,2,TRUE
"80","正在",11,2,TRUE
"81","生物",21,2,TRUE
"82","申請",19,2,TRUE
"83","目前",42,2,TRUE
"84","目標",10,2,TRUE
"85","交大",35,2,TRUE
"86","光電",14,2,TRUE
"87","合作",14,2,TRUE
"88","合者",12,2,TRUE
"89","同學",16,2,TRUE
"90","名稱",22,2,TRUE
"91","回饋",10,2,TRUE
"92","因為",18,2,TRUE
"93","在學",10,2,TRUE
"94","地址",10,2,TRUE
"95","地點",30,2,TRUE
"96","年終",11,2,TRUE
"97","成功",10,2,TRUE
"98","成員",15,2,TRUE
"99","早上",11,2,TRUE
"100","老師",60,2,TRUE
"101","考生",15,2,TRUE
"102","考試",11,2,TRUE
"103","自我",10,2,TRUE
"104","行政",16,2,TRUE
"105","行為",13,2,TRUE
"106","助理",13,2,TRUE
"107","完全",12,2,TRUE
"108","希望",41,2,TRUE
"109","我的",14,2,TRUE
"110","我是",15,2,TRUE
"111","我們",42,2,TRUE
"112","技術",11,2,TRUE
"113","材料",18,2,TRUE
"114","沒有",11,2,TRUE
"115","系所",10,2,TRUE
"116","系統",25,2,TRUE
"117","使用",17,2,TRUE
"118","具備",16,2,TRUE
"119","協助",28,2,TRUE
"120","姓名",10,2,TRUE
"121","所的",12,2,TRUE
"122","招募",11,2,TRUE
"123","明年",11,2,TRUE
"124","朋友",12,2,TRUE
"125","物理",17,2,TRUE
"126","的人",22,2,TRUE
"127","的實",11,2,TRUE
"128","的學",17,2,TRUE
"129","的戰",10,2,TRUE
"130","知識",15,2,TRUE
"131","者將",11,2,TRUE
"132","室的",10,2,TRUE
"133","待遇",24,2,TRUE
"134","政大",23,2,TRUE
"135","活動",14,2,TRUE
"136","相關",61,2,TRUE
"137","研究",74,2,TRUE
"138","科技",13,2,TRUE
"139","科系",10,2,TRUE
"140","科學",14,2,TRUE
"141","背景",17,2,TRUE
"142","若有",12,2,TRUE
"143","英文",12,2,TRUE
"144","計畫",26,2,TRUE
"145","面試",28,2,TRUE
"146","個人",36,2,TRUE
"147","恕不",14,2,TRUE
"148","時間",58,2,TRUE
"149","校區",11,2,TRUE
"150","能力",35,2,TRUE
"151","能夠",14,2,TRUE
"152","討論",28,2,TRUE
"153","參加",10,2,TRUE
"154","參與",30,2,TRUE
"155","問卷",36,2,TRUE
"156","問題",14,2,TRUE
"157","國立",27,2,TRUE
"158","基本",18,2,TRUE
"159","基因",11,2,TRUE
"160","您的",13,2,TRUE
"161","教育",10,2,TRUE
"162","教授",34,2,TRUE
"163","條件",29,2,TRUE
"164","清大",18,2,TRUE
"165","清華",11,2,TRUE
"166","理學",10,2,TRUE
"167","畢業",32,2,TRUE
"168","符合",14,2,TRUE
"169","第一",12,2,TRUE
"170","組員",18,2,TRUE
"171","習生",10,2,TRUE
"172","處理",14,2,TRUE
"173","規定",11,2,TRUE
"174","訪談",20,2,TRUE
"175","設計",16,2,TRUE
"176","都可",10,2,TRUE
"177","麻煩",11,2,TRUE
"178","博士",20,2,TRUE
"179","單位",15,2,TRUE
"180","報名",27,2,TRUE
"181","提供",16,2,TRUE
"182","程式",12,2,TRUE
"183","絡電",10,2,TRUE
"184","華語",10,2,TRUE
"185","進行",23,2,TRUE
"186","開始",13,2,TRUE
"187","開發",16,2,TRUE
"188","填寫",20,2,TRUE
"189","想要",11,2,TRUE
"190","感謝",18,2,TRUE
"191","會計",11,2,TRUE
"192","準備",17,2,TRUE
"193","經驗",38,2,TRUE
"194","群組",10,2,TRUE
"195","誠徵",17,2,TRUE
"196","資工",15,2,TRUE
"197","資料",56,2,TRUE
"198","資格",19,2,TRUE
"199","資訊",24,2,TRUE
"200","運動",24,2,TRUE
"201","電子",12,2,TRUE
"202","電話",13,2,TRUE
"203","電機",14,2,TRUE
"204","團體",26,2,TRUE
"205","實習",18,2,TRUE
"206","實驗",88,2,TRUE
"207","對象",15,2,TRUE
"208","態度",11,2,TRUE
"209","碩士",39,2,TRUE
"210","管理",14,2,TRUE
"211","網路",26,2,TRUE
"212","與實",12,2,TRUE
"213","製程",10,2,TRUE
"214","需求",11,2,TRUE
"215","需要",19,2,TRUE
"216","領域",20,2,TRUE
"217","履歷",22,2,TRUE
"218","徵才",20,2,TRUE
"219","徵求",145,2,TRUE
"220","標準",12,2,TRUE
"221","熟悉",12,2,TRUE
"222","練習",11,2,TRUE
"223","論文",24,2,TRUE
"224","學士",18,2,TRUE
"225","學生",32,2,TRUE
"226","學系",18,2,TRUE
"227","學的",11,2,TRUE
"228","學長",12,2,TRUE
"229","學校",15,2,TRUE
"230","學院",10,2,TRUE
"231","學習",16,2,TRUE
"232","學歷",11,2,TRUE
"233","戰友",34,2,TRUE
"234","操作",10,2,TRUE
"235","整合",14,2,TRUE
"236","親密",12,2,TRUE
"237","諮商",16,2,TRUE
"238","幫忙",20,2,TRUE
"239","幫助",10,2,TRUE
"240","應徵",23,2,TRUE
"241","聯絡",19,2,TRUE
"242","薪資",29,2,TRUE
"243","謝謝",29,2,TRUE
"244","職缺",15,2,TRUE
"245","醫學",12,2,TRUE
"246","關係",17,2,TRUE
"247","願意",10,2,TRUE
"248","歡迎",42,2,TRUE
"249","讀書",18,2,TRUE
"250","▎",13,1,TRUE
"251","二",44,1,TRUE
"252","入",15,1,TRUE
"253","力",31,1,TRUE
"254","三",28,1,TRUE
"255","口",11,1,TRUE
"256","女",23,1,TRUE
"257","子",21,1,TRUE
"258","工",14,1,TRUE
"259","中",71,1,TRUE
"260","互",12,1,TRUE
"261","五",20,1,TRUE
"262","介",15,1,TRUE
"263","元",35,1,TRUE
"264","內",25,1,TRUE
"265","公",13,1,TRUE
"266","六",15,1,TRUE
"267","分",43,1,TRUE
"268","化",17,1,TRUE
"269","友",11,1,TRUE
"270","反",10,1,TRUE
"271","天",25,1,TRUE
"272","太",14,1,TRUE
"273","尤",11,1,TRUE
"274","心",53,1,TRUE
"275","手",12,1,TRUE
"276","支",13,1,TRUE
"277","文",58,1,TRUE
"278","方",22,1,TRUE
"279","日",44,1,TRUE
