"","word","sum","wordnum"
"1","力",19,1
"2","三",12,1
"3","士",17,1
"4","子",27,1
"5","山",14,1
"6","工",76,1
"7","中",66,1
"8","什",20,1
"9","公",11,1
"10","分",54,1
"11","化",20,1
"12","友",29,1
"13","天",21,1
"14","太",20,1
"15","少",18,1
"16","心",16,1
"17","手",11,1
"18","文",47,1
"19","方",35,1
"20","丙",12,1
"21","主",12,1
"22","代",20,1
"23","出",27,1
"24","加",12,1
"25","北",22,1
"26","古",17,1
"27","台",60,1
"28","外",26,1
"29","央",19,1
"30","未",13,1
"31","正",23,1
"32","生",56,1
"33","目",65,1
"34","交",21,1
"35","先",32,1
"36","全",19,1
"37","名",22,1
"38","回",23,1
"39","年",83,1
"40","式",14,1
"41","成",33,1
"42","老",57,1
"43","考",181,1
"44","似",11,1
"45","位",99,1
"46","作",15,1
"47","別",11,1
"48","利",13,1
"49","否",22,1
"50","完",28,1
"51","希",25,1
"52","弟",36,1
"53","快",10,1
"54","找",46,1
"55","技",12,1
"56","材",10,1
"57","沒",76,1
"58","究",51,1
"59","系",56,1
"60","見",11,1
"61","言",11,1
"62","身",11,1
"63","來",51,1
"64","兩",26,1
"65","制",10,1
"66","取",39,1
"67","始",10,1
"68","姐",15,1
"69","定",24,1
"70","幸",12,1
"71","怕",11,1
"72","放",29,1
"73","於",29,1
"74","明",12,1
"75","朋",12,1
"76","林",11,1
"77","果",30,1
"78","治",11,1
"79","法",35,1
"80","版",25,1
"81","直",12,1
"82","知",45,1
"83","近",20,1
"84","金",11,1
"85","長",18,1
"86","門",11,1
"87","非",12,1
"88","信",11,1
"89","前",67,1
"90","室",17,1
"91","度",10,1
"92","建",17,1
"93","後",47,1
"94","拜",13,1
"95","指",12,1
"96","政",16,1
"97","為",54,1
"98","相",18,1
"99","研",86,1
"100","科",76,1
"101","英",15,1
"102","計",74,1
"103","重",14,1
"104","面",26,1
"105","修",20,1
"106","個",55,1
"107","們",32,1
"108","剛",11,1
"109","原",14,1
"110","家",96,1
"111","差",23,1
"112","師",66,1
"113","料",14,1
"114","時",48,1
"115","書",30,1
"116","校",47,1
"117","班",38,1
"118","益",108,1
"119","真",17,1
"120","祝",17,1
"121","財",19,1
"122","高",38,1
"123","做",23,1
"124","參",11,1
"125","商",16,1
"126","問",140,1
"127","國",25,1
"128","域",11,1
"129","專",23,1
"130","常",12,1
"131","授",65,1
"132","接",10,1
"133","推",68,1
"134","教",84,1
"135","清",22,1
"136","現",31,1
"137","理",25,1
"138","畢",31,1
"139","章",12,1
"140","組",51,1
"141","統",45,1
"142","習",21,1
"143","設",12,1
"144","這",78,1
"145","通",11,1
"146","部",26,1
"147","麻",15,1
"148","備",58,1
"149","單",15,1
"150","報",18,1
"151","幾",22,1
"152","提",18,1
"153","然",24,1
"154","發",29,1
"155","程",37,1
"156","筆",18,1
"157","答",32,1
"158","給",21,1
"159","評",10,1
"160","買",10,1
"161","進",13,1
"162","開",31,1
"163","間",39,1
"164","順",13,1
"165","嗎",71,1
"166","想",130,1
"167","意",32,1
"168","感",43,1
"169","新",12,1
"170","會",106,1
"171","業",48,1
"172","概",17,1
"173","準",34,1
"174","煩",20,1
"175","經",54,1
"176","補",23,1
"177","裡",10,1
"178","解",31,1
"179","詢",12,1
"180","試",67,1
"181","話",21,1
"182","該",29,1
"183","資",63,1
"184","路",12,1
"185","較",34,1
"186","過",40,1
"187","道",37,1
"188","電",60,1
"189","實",31,1
"190","對",31,1
"191","榜",15,1
"192","甄",24,1
"193","碩",20,1
"194","種",15,1
"195","算",27,1
"196","網",16,1
"197","與",30,1
"198","說",33,1
"199","領",12,1
"200","麼",42,1
"201","寫",18,1
"202","慮",13,1
"203","數",31,1
"204","樣",25,1
"205","確",12,1
"206","線",15,1
"207","課",49,1
"208","請",205,1
"209","論",12,1
"210","輩",15,1
"211","學",188,1
"212","導",10,1
"213","擇",27,1
"214","機",58,1
"215","歷",13,1
"216","興",15,1
"217","辦",11,1
"218","選",32,1
"219","錯",11,1
"220","幫",28,1
"221","應",23,1
"222","濟",19,1
"223","療",13,1
"224","薦",33,1
"225","謝",137,1
"226","還",77,1
"227","點",33,1
"228","簡",10,1
"229","職",17,1
"230","醫",16,1
"231","題",109,1
"232","證",14,1
"233","關",32,1
"234","類",30,1
"235","覺",28,1
"236","議",17,1
"237","讀",28,1
"238","驗",16,1
"239","體",10,1
"240","一下",40,2
"241","一年",10,2
"242","一個",19,2
"243","上的",15,2
"244","大大",22,2
"245","大的",16,2
"246","大概",13,2
"247","大學",21,2
"248","小弟",35,2
"249","工作",11,2
"250","已經",13,2
"251","不好",11,2
"252","不知",19,2
"253","不會",19,2
"254","中山",14,2
"255","中央",19,2
"256","什麼",20,2
"257","今年",23,2
"258","比較",31,2
"259","以想",10,2
"260","古題",15,2
"261","台大",40,2
"262","未來",11,2
"263","目前",30,2
"264","交大",17,2
"265","回答",14,2
"266","因為",40,2
"267","好像",20,2
"268","成大",13,2
"269","有人",12,2
"270","有什",10,2
"271","有沒",16,2
"272","有推",12,2
"273","有點",11,2
"274","老師",55,2
"275","考古",17,2
"276","考試",47,2
"277","考慮",11,2
"278","位大",16,2
"279","希望",25,2
"280","我是",11,2
"281","找教",16,2
"282","沒有",46,2
"283","究所",38,2
"284","所的",24,2
"285","朋友",11,2
"286","版友",12,2
"287","的考",11,2
"288","的時",13,2
"289","的話",20,2
"290","的學",17,2
"291","知道",36,2
"292","長姐",11,2
"293","前輩",14,2
"294","建議",16,2
"295","很多",14,2
"296","怎麼",18,2
"297","是有",10,2
"298","是否",15,2
"299","相關",14,2
"300","看到",13,2
"301","看看",11,2
"302","研究",51,2
"303","研所",23,2
"304","科目",13,2
"305","科系",11,2
"306","英文",15,2
"307","計算",11,2
"308","家好",19,2
"309","時間",22,2
"310","真的",14,2
"311","問一",13,2
"312","問大",10,2
"313","問各",15,2
"314","問題",27,2
"315","專題",12,2
"316","推甄",21,2
"317","推薦",32,2
"318","教授",61,2
"319","清大",15,2
"320","現在",19,2
"321","畢業",24,2
"322","第一",11,2
"323","統計",27,2
"324","這兩",11,2
"325","這樣",14,2
"326","都有",10,2
"327","麻煩",14,2
"328","備上",12,2
"329","備取",14,2
"330","最近",14,2
"331","發現",10,2
"332","順利",11,2
"333","想要",13,2
"334","想問",15,2
"335","想請",34,2
"336","感謝",20,2
"337","感覺",13,2
"338","準備",23,2
"339","經研",10,2
"340","經濟",19,2
"341","補習",12,2
"342","試的",13,2
"343","資工",29,2
"344","電子",16,2
"345","電機",11,2
"346","實驗",13,2
"347","碩士",10,2
"348","算機",10,2
"349","領域",11,2
"350","課程",23,2
"351","請益",108,2
"352","請問",63,2
"353","請教",13,2
"354","學長",15,2
"355","學校",32,2
"356","機會",12,2
"357","選擇",23,2
"358","應該",12,2
"359","薦的",15,2
"360","謝大",25,2
"361","謝謝",56,2
"362","還有",16,2
"363","還是",33,2
"364","題目",17,2
"365","類的",10,2
"366","覺得",14,2
"367","驗室",11,2
"368","大家好",19,3
"369","不知道",18,3
"370","各位大",16,3
"371","有什麼",10,3
"372","有沒有",16,3
"373","有推薦",11,3
"374","考古題",15,3
"375","考試的",10,3
"376","位大大",15,3
"377","找教授",16,3
"378","的時間",10,3
"379","研究所",38,3
"380","計算機",10,3
"381","問一下",13,3
"382","問大家",10,3
"383","問各位",15,3
"384","推薦的",14,3
"385","想請問",24,3
"386","實驗室",11,3
"387","請問各",13,3
"388","學長姐",11,3
"389","謝大家",24,3
"390","謝謝大",19,3
"391","各位大大",15,4
"392","請問各位",13,4
"393","謝謝大家",19,4
