"","word","sum","wordnum","judge"
"1","最低錄取分數",11,6,TRUE
"2","準備研究所的",10,6,TRUE
"3","文化人類學",25,5,TRUE
"4","年的考古題",12,5,TRUE
"5","成大電機丙",10,5,TRUE
"6","老師的文章",12,5,TRUE
"7","考試的時候",15,5,TRUE
"8","自己的筆記",15,5,TRUE
"9","的準備方法",13,5,TRUE
"10","是很重要的",10,5,TRUE
"11","研究所考試",18,5,TRUE
"12","最重要的是",10,5,TRUE
"13","開始寫考古",10,5,TRUE
"14","準備考試的",11,5,TRUE
"15","準備研究所",14,5,TRUE
"16","補習班老師",11,5,TRUE
"17","一個章節",10,4,TRUE
"18","一個禮拜",17,4,TRUE
"19","一開始就",14,4,TRUE
"20","人都很好",10,4,TRUE
"21","人類學的",14,4,TRUE
"22","上榜心得",10,4,TRUE
"23","上課講義",19,4,TRUE
"24","下定決心",20,4,TRUE
"25","千萬不要",12,4,TRUE
"26","大一大二",12,4,TRUE
"27","大家可以",10,4,TRUE
"28","大部分都",10,4,TRUE
"29","大概就是",13,4,TRUE
"30","工程數學",11,4,TRUE
"31","太多時間",10,4,TRUE
"32","文學理論",11,4,TRUE
"33","比較不會",10,4,TRUE
"34","比較簡單",10,4,TRUE
"35","出題方向",17,4,TRUE
"36","加權總分",15,4,TRUE
"37","去補習班",10,4,TRUE
"38","去圖書館",12,4,TRUE
"39","可以不用",12,4,TRUE
"40","可以參考",15,4,TRUE
"41","台大人類",13,4,TRUE
"42","台大財金",34,4,TRUE
"43","台大商研",26,4,TRUE
"44","台大國企",28,4,TRUE
"45","台科電機",12,4,TRUE
"46","正取心得",14,4,TRUE
"47","正取最低",15,4,TRUE
"48","申論題的",10,4,TRUE
"49","交大科法",17,4,TRUE
"50","名詞解釋",28,4,TRUE
"51","因為我是",17,4,TRUE
"52","在校成績",20,4,TRUE
"53","如果你是",10,4,TRUE
"54","如果沒有",14,4,TRUE
"55","年考古題",18,4,TRUE
"56","年的考題",11,4,TRUE
"57","有自己的",11,4,TRUE
"58","有興趣的",11,4,TRUE
"59","有幫助的",12,4,TRUE
"60","老師上課",20,4,TRUE
"61","老師的書",10,4,TRUE
"62","老師的課",16,4,TRUE
"63","老師的題",11,4,TRUE
"64","考古題的",12,4,TRUE
"65","考的學校",13,4,TRUE
"66","考研究所",38,4,TRUE
"67","考試入學",12,4,TRUE
"68","考試心得",10,4,TRUE
"69","考試方向",12,4,TRUE
"70","考試成績",16,4,TRUE
"71","自己整理",12,4,TRUE
"72","自己覺得",13,4,TRUE
"73","自我介紹",61,4,TRUE
"74","作業研究",15,4,TRUE
"75","完全沒有",13,4,TRUE
"76","希望大家",12,4,TRUE
"77","我一開始",13,4,TRUE
"78","我自己是",16,4,TRUE
"79","我的家人",10,4,TRUE
"80","每個章節",18,4,TRUE
"81","沒有什麼",10,4,TRUE
"82","沒有特別",16,4,TRUE
"83","言語科學",12,4,TRUE
"84","的心得文",24,4,TRUE
"85","的考古題",41,4,TRUE
"86","的時候就",19,4,TRUE
"87","的情況下",10,4,TRUE
"88","的部分我",15,4,TRUE
"89","的過程中",15,4,TRUE
"90","的學弟妹",18,4,TRUE
"91","的題庫班",12,4,TRUE
"92","知道自己",23,4,TRUE
"93","非常重要",15,4,TRUE
"94","建議大家",18,4,TRUE
"95","建議可以",10,4,TRUE
"96","很多時間",14,4,TRUE
"97","很有幫助",11,4,TRUE
"98","政大企研",12,4,TRUE
"99","政大財管",10,4,TRUE
"100","政大國貿",17,4,TRUE
"101","是因為我",10,4,TRUE
"102","是最重要",10,4,TRUE
"103","研究所的",26,4,TRUE
"104","研究計畫",48,4,TRUE
"105","研究計劃",10,4,TRUE
"106","科電機甲",10,4,TRUE
"107","英文文章",14,4,TRUE
"108","要的就是",10,4,TRUE
"109","重點章節",13,4,TRUE
"110","面試準備",10,4,TRUE
"111","個人背景",16,4,TRUE
"112","個人資料",13,4,TRUE
"113","個人覺得",16,4,TRUE
"114","個章節都",10,4,TRUE
"115","特別準備",11,4,TRUE
"116","做考古題",12,4,TRUE
"117","問的問題",13,4,TRUE
"118","基本上我",10,4,TRUE
"119","基本觀念",12,4,TRUE
"120","專業科目",14,4,TRUE
"121","張翔老師",20,4,TRUE
"122","強烈建議",11,4,TRUE
"123","清大計財",10,4,TRUE
"124","第一志願",15,4,TRUE
"125","第一階段",10,4,TRUE
"126","統計學的",12,4,TRUE
"127","這段時間",34,4,TRUE
"128","這段期間",11,4,TRUE
"129","這個時候",11,4,TRUE
"130","備審資料",27,4,TRUE
"131","報考動機",22,4,TRUE
"132","暑假開始",10,4,TRUE
"133","最重要的",37,4,TRUE
"134","發現自己",20,4,TRUE
"135","給自己一",11,4,TRUE
"136","開始準備",34,4,TRUE
"137","感謝我的",10,4,TRUE
"138","準備心得",16,4,TRUE
"139","準備方向",12,4,TRUE
"140","準備方式",17,4,TRUE
"141","準備方法",32,4,TRUE
"142","準備考試",32,4,TRUE
"143","準備的時",11,4,TRUE
"144","準備時間",22,4,TRUE
"145","準備過程",36,4,TRUE
"146","溝通障礙",14,4,TRUE
"147","經濟學的",11,4,TRUE
"148","補習班的",34,4,TRUE
"149","試的過程",10,4,TRUE
"150","跟我一樣",11,4,TRUE
"151","跟著老師",10,4,TRUE
"152","電力系統",31,4,TRUE
"153","電力電子",22,4,TRUE
"154","電機機械",12,4,TRUE
"155","對我來說",22,4,TRUE
"156","領學統計",10,4,TRUE
"157","寫考古題",41,4,TRUE
"158","線性代數",14,4,TRUE
"159","複習一遍",11,4,TRUE
"160","課的時候",10,4,TRUE
"161","課程內容",11,4,TRUE
"162","學校的考",10,4,TRUE
"163","歷屆試題",14,4,TRUE
"164","錯的題目",12,4,TRUE
"165","謝補習班",10,4,TRUE
"166","謝謝大家",12,4,TRUE
"167","題庫班的",12,4,TRUE
"168","覺得自己",17,4,TRUE
"169","讀研究所",10,4,TRUE
"170","讀書方法",17,4,TRUE
"171","讀書計畫",12,4,TRUE
"172","讀書時間",12,4,TRUE
"173","讀書會的",14,4,TRUE
"174","體經濟學",11,4,TRUE
"175","一分鐘",12,3,TRUE
"176","一句話",11,3,TRUE
"177","一些基",11,3,TRUE
"178","一定的",12,3,TRUE
"179","一定要",135,3,TRUE
"180","一定會",38,3,TRUE
"181","一直到",15,3,TRUE
"182","一直都",10,3,TRUE
"183","一段時",10,3,TRUE
"184","一個人",16,3,TRUE
"185","一個小",11,3,TRUE
"186","一個月",23,3,TRUE
"187","一個很",10,3,TRUE
"188","一開始",49,3,TRUE
"189","一路上",11,3,TRUE
"190","一樣的",20,3,TRUE
"191","一整天",13,3,TRUE
"192","了一下",17,3,TRUE
"193","了一些",17,3,TRUE
"194","了一個",21,3,TRUE
"195","了什麼",12,3,TRUE
"196","了很多",29,3,TRUE
"197","二階段",11,3,TRUE
"198","人可以",12,3,TRUE
"199","人認為",10,3,TRUE
"200","人類系",10,3,TRUE
"201","人類所",17,3,TRUE
"202","人類學",81,3,TRUE
"203","十一月",14,3,TRUE
"204","十二月",15,3,TRUE
"205","上老師",13,3,TRUE
"206","上考場",10,3,TRUE
"207","上完課",10,3,TRUE
"208","上研究",11,3,TRUE
"209","上就是",11,3,TRUE
"210","上榜的",15,3,TRUE
"211","上課的",11,3,TRUE
"212","上課時",13,3,TRUE
"213","下來的",11,3,TRUE
"214","也不是",13,3,TRUE
"215","也不會",27,3,TRUE
"216","也比較",22,3,TRUE
"217","也可以",47,3,TRUE
"218","也沒有",22,3,TRUE
"219","也就是",12,3,TRUE
"220","也算是",19,3,TRUE
"221","口試的",12,3,TRUE
"222","口試時",10,3,TRUE
"223","大三下",12,3,TRUE
"224","大口試",10,3,TRUE
"225","大今年",10,3,TRUE
"226","大多數",11,3,TRUE
"227","大考古",12,3,TRUE
"228","大的考",11,3,TRUE
"229","大金融",10,3,TRUE
"230","大科管",10,3,TRUE
"231","大致上",14,3,TRUE
"232","大面試",14,3,TRUE
"233","大家一",15,3,TRUE
"234","大家都",30,3,TRUE
"235","大財工",12,3,TRUE
"236","大部分",23,3,TRUE
"237","大概是",29,3,TRUE
"238","大概都",12,3,TRUE
"239","大概就",19,3,TRUE
"240","大經研",11,3,TRUE
