"","word","sum","wordnum"
"1","乙",10,1
"2","力",20,1
"3","三",18,1
"4","士",18,1
"5","子",25,1
"6","山",21,1
"7","工",53,1
"8","中",76,1
"9","什",18,1
"10","內",14,1
"11","公",14,1
"12","分",59,1
"13","化",20,1
"14","友",30,1
"15","天",22,1
"16","太",23,1
"17","少",21,1
"18","心",16,1
"19","手",10,1
"20","文",52,1
"21","方",34,1
"22","丙",13,1
"23","代",21,1
"24","出",28,1
"25","加",13,1
"26","北",21,1
"27","古",15,1
"28","台",58,1
"29","外",26,1
"30","央",18,1
"31","必",10,1
"32","未",13,1
"33","正",27,1
"34","生",58,1
"35","目",65,1
"36","立",10,1
"37","交",17,1
"38","先",31,1
"39","全",19,1
"40","名",18,1
"41","回",24,1
"42","年",84,1
"43","式",12,1
"44","成",38,1
"45","收",10,1
"46","老",61,1
"47","考",172,1
"48","似",12,1
"49","位",103,1
"50","作",10,1
"51","別",12,1
"52","利",15,1
"53","否",22,1
"54","完",27,1
"55","希",29,1
"56","弟",38,1
"57","找",44,1
"58","技",10,1
"59","材",11,1
"60","沒",77,1
"61","究",50,1
"62","系",57,1
"63","見",12,1
"64","言",12,1
"65","身",14,1
"66","來",51,1
"67","兩",25,1
"68","取",42,1
"69","姐",16,1
"70","定",22,1
"71","幸",12,1
"72","放",28,1
"73","於",28,1
"74","明",11,1
"75","朋",13,1
"76","林",11,1
"77","果",29,1
"78","治",11,1
"79","法",32,1
"80","版",25,1
"81","直",13,1
"82","知",44,1
"83","近",18,1
"84","金",10,1
"85","長",20,1
"86","門",11,1
"87","非",11,1
"88","前",74,1
"89","南",10,1
"90","室",23,1
"91","建",16,1
"92","後",42,1
"93","拜",12,1
"94","指",13,1
"95","政",15,1
"96","為",51,1
"97","相",24,1
"98","研",82,1
"99","科",72,1
"100","英",17,1
"101","計",74,1
"102","重",16,1
"103","面",30,1
"104","風",10,1
"105","修",24,1
"106","個",54,1
"107","們",37,1
"108","原",16,1
"109","家",93,1
"110","差",17,1
"111","師",71,1
"112","料",16,1
"113","時",48,1
"114","書",34,1
"115","校",49,1
"116","班",47,1
"117","益",107,1
"118","真",18,1
"119","祝",18,1
"120","站",12,1
"121","財",18,1
"122","高",37,1
"123","做",18,1
"124","參",10,1
"125","商",11,1
"126","問",145,1
"127","國",24,1
"128","域",12,1
"129","專",31,1
"130","常",12,1
"131","授",82,1
"132","排",11,1
"133","接",11,1
"134","推",79,1
"135","教",100,1
"136","械",10,1
"137","清",21,1
"138","現",29,1
"139","理",21,1
"140","畢",35,1
"141","章",13,1
"142","組",61,1
"143","統",37,1
"144","習",25,1
"145","設",16,1
"146","這",75,1
"147","通",10,1
"148","部",23,1
"149","麻",15,1
"150","備",58,1
"151","單",15,1
"152","報",16,1
"153","幾",25,1
"154","提",20,1
"155","然",25,1
"156","發",29,1
"157","程",35,1
"158","筆",21,1
"159","答",29,1
"160","給",18,1
"161","評",10,1
"162","進",11,1
"163","開",26,1
"164","間",34,1
"165","順",13,1
"166","嗎",76,1
"167","想",123,1
"168","意",32,1
"169","感",42,1
"170","新",12,1
"171","會",96,1
"172","業",46,1
"173","概",13,1
"174","準",32,1
"175","煩",21,1
"176","當",10,1
"177","經",53,1
"178","補",26,1
"179","裡",11,1
"180","解",28,1
"181","詢",11,1
"182","試",69,1
"183","話",20,1
"184","該",29,1
"185","資",61,1
"186","路",12,1
"187","較",32,1
"188","過",40,1
"189","道",35,1
"190","電",57,1
"191","實",38,1
"192","對",30,1
"193","榜",16,1
"194","甄",29,1
"195","碩",22,1
"196","種",16,1
"197","算",22,1
"198","網",17,1
"199","與",29,1
"200","說",35,1
"201","需",13,1
"202","領",12,1
"203","麼",33,1
"204","寫",18,1
"205","慮",11,1
"206","數",29,1
"207","樣",20,1
"208","確",12,1
"209","線",14,1
"210","課",47,1
"211","請",205,1
"212","論",12,1
"213","趣",10,1
"214","輩",17,1
"215","學",193,1
"216","導",11,1
"217","擇",24,1
"218","機",58,1
"219","歷",14,1
"220","興",21,1
"221","辦",12,1
"222","選",34,1
"223","錯",11,1
"224","幫",29,1
"225","應",20,1
"226","濟",18,1
"227","療",13,1
"228","績",12,1
"229","薦",40,1
"230","謝",140,1
"231","還",78,1
"232","點",35,1
"233","簡",10,1
"234","職",17,1
"235","醫",16,1
"236","題",110,1
"237","證",14,1
"238","關",36,1
"239","願",11,1
"240","類",27,1
"241","覺",21,1
"242","議",16,1
"243","讀",33,1
