"","word","weight1","weight2","weight3","weight4","weight5","weight6","num1","num2","num3","num4","num5","num6","classnum"
"1","各位大大",0.00688734653439789,0,0,0,0,0,133,0,0,0,0,0,1
"2","大家好",0.00616359676640966,0,0,0,0,0,119,0,0,0,0,0,1
"4","有沒有",0.00495583388920361,0,0,0.000535331125513867,0,0,153,0,0,53,0,0,2
"5","找教授",0.00566665569779774,0,0,0.000242445475224653,0,0,175,0,0,24,0,0,2
"6","的教授",0.00576355135250444,0,0,0.000202041503700667,0,0,178,0,0,20,0,0,2
"8","教授的",0.00282068501664315,0,0,0.000404046934036366,0,0,87,0,0,40,0,0,2
"9","想請問",0.00808656103811088,0,0,0,0,0.00525013522834684,250,0,0,0,0,2,2
"11","學長姐",0.00401815865060905,0,0,0.000232344617613136,0,0,124,0,0,23,0,0,2
"13","上的",0.00411519558291187,0,0,0.000999752904864427,0,0,127,0,0,99,0,0,2
"19","中山",0.00440625645442866,0,0,0.000616113826022344,0,0,136,0,0,61,0,0,2
"21","中興",0.00304733131157403,0,0,0.000393947519063169,0,0,94,0,0,39,0,0,2
"24","方面",0.00249682581549336,0,0,0.000474740314705166,0,0,77,0,0,47,0,0,2
"26","可能",0.00295020274461811,0,0,0.00109059574175883,0,0,91,0,0,108,0,0,2
"28","台科",0.00330630006587156,0,0,0.000282848003917379,0,0,102,0,0,28,0,0,2
"37","有點",0.00252921590757825,0,0,0.00112087506657865,0,0,78,0,0,111,0,0,2
"42","所的",0.0038352943316097,0,0,0,0,0,74,0,0,0,0,0,1
"44","版上",0.00362992767433977,0,0,0.000363648733220208,0,0,112,0,0,36,0,0,2
"48","是否",0.00379170677113227,0,0,0.000363648733220208,0,0,117,0,0,36,0,0,2
"58","備上",0.0036622853443737,0,0,0.000252546242659201,0,0,113,0,0,25,0,0,2
"60","想問",0.00507742868619282,0,0,0,0,0,98,0,0,0,0,0,1
"61","意見",0.0026263806205693,0,0,0.000171737578137253,0,0,81,0,0,17,0,0,2
"62","感謝",0.00553744858163039,0,0,0.000908902773407538,0,0,171,0,0,90,0,0,2
"66","電機",0.00395346273845225,0,0,0.000333349135958139,0,0,122,0,0,33,0,0,2
"68","請益",0.0413417356731225,0,0,0,0,0,806,0,0,0,0,0,1
"69","請問",0.0038240598147425,0,0,0,0,0.00525013522834684,118,0,0,0,0,2,2
"76","乙",0.00372699790832246,0,0,0.000313148953640543,0,0,115,0,0,31,0,0,2
"89","方",0.00505279043670203,0.00444693768237704,0,0,0,0,156,39,0,0,0,0,2
"110","身",0.00291782470259134,0,0,0.000848331965989463,0,0,90,0,0,84,0,0,2
"114","念",0.00285306583865664,0,0,0.000444443692433372,0,0,88,0,0,44,0,0,2
"118","林",0.00243204284937358,0,0,0.000535331125513867,0,0,75,0,0,53,0,0,2
"121","物",0.00239964997523224,0,0,0.000606016303886689,0,0,74,0,0,60,0,0,2
"126","指",0.00239964997523224,0,0,0.00038384801393715,0,0,74,0,0,38,0,0,2
"131","修",0.00307970564769454,0,0,0.000949281510249031,0,0,95,0,0,94,0,0,2
"134","原",0.00249682581549336,0,0,0.000474740314705166,0,0,77,0,0,47,0,0,2
"169","補",0.00243204284937358,0,0,0.00106031560656194,0,0,75,0,0,105,0,0,2
"174","路",0.00285306583865664,0,0,0.000343449091872663,0,0,88,0,0,34,0,0,2
"181","網",0.00508510743956042,0,0,0.000282848003917379,0,0,157,0,0,28,0,0,2
