"","word","sum","wordnum"
"1","乙",27,1
"2","丁",10,1
"3","力",16,1
"4","子",20,1
"5","山",27,1
"6","工",87,1
"7","中",113,1
"8","什",16,1
"9","內",17,1
"10","公",11,1
"11","分",31,1
"12","化",15,1
"13","友",35,1
"14","天",27,1
"15","太",15,1
"16","少",15,1
"17","心",17,1
"18","文",35,1
"19","方",31,1
"20","丙",18,1
"21","主",12,1
"22","代",24,1
"23","出",21,1
"24","台",112,1
"25","四",13,1
"26","外",17,1
"27","央",38,1
"28","正",69,1
"29","生",48,1
"30","甲",19,1
"31","目",52,1
"32","交",23,1
"33","先",27,1
"34","光",13,1
"35","名",29,1
"36","回",20,1
"37","年",79,1
"38","成",54,1
"39","次",10,1
"40","老",63,1
"41","考",60,1
"42","位",107,1
"43","別",11,1
"44","利",11,1
"45","否",23,1
"46","希",35,1
"47","弟",64,1
"48","找",68,1
"49","材",17,1
"50","沒",74,1
"51","究",23,1
"52","系",23,1
"53","見",19,1
"54","身",10,1
"55","來",36,1
"56","供",11,1
"57","兩",43,1
"58","取",128,1
"59","姐",23,1
"60","定",23,1
"61","幸",18,1
"62","念",13,1
"63","怕",13,1
"64","放",29,1
"65","於",20,1
"66","明",15,1
"67","朋",21,1
"68","板",15,1
"69","林",14,1
"70","果",29,1
"71","況",13,1
"72","法",36,1
"73","波",12,1
"74","爬",10,1
"75","版",30,1
"76","物",15,1
"77","知",49,1
"78","長",32,1
"79","非",13,1
"80","便",10,1
"81","信",39,1
"82","前",93,1
"83","室",24,1
"84","建",16,1
"85","後",30,1
"86","指",16,1
"87","查",13,1
"88","為",35,1
"89","相",15,1
"90","研",33,1
"91","科",67,1
"92","重",14,1
"93","面",33,1
"94","風",12,1
"95","個",64,1
"96","們",21,1
"97","剛",11,1
"98","原",13,1
"99","家",60,1
"100","差",16,1
"101","師",72,1
"102","料",23,1
"103","時",37,1
"104","書",12,1
"105","校",34,1
"106","氣",11,1
"107","班",18,1
"108","益",108,1
"109","真",18,1
"110","站",17,1
"111","訊",22,1
"112","高",14,1
"113","做",40,1
"114","參",10,1
"115","問",138,1
"116","國",11,1
"117","域",16,1
"118","寄",11,1
"119","專",15,1
"120","張",12,1
"121","情",13,1
"122","授",154,1
"123","推",49,1
"124","教",171,1
"125","械",15,1
"126","棄",13,1
"127","清",37,1
"128","現",22,1
"129","理",28,1
"130","畢",28,1
"131","組",57,1
"132","這",74,1
"133","通",14,1
"134","陳",14,1
"135","備",171,1
"136","喜",10,1
"137","報",17,1
"138","幾",35,1
"139","提",16,1
"140","無",14,1
"141","然",24,1
"142","猶",11,1
"143","發",12,1
"144","程",13,1
"145","結",14,1
"146","給",19,1
"147","進",16,1
"148","開",12,1
"149","間",28,1
"150","順",10,1
"151","黃",11,1
"152","嗎",63,1
"153","想",137,1
"154","意",36,1
"155","感",37,1
"156","新",16,1
"157","會",102,1
"158","業",33,1
"159","概",15,1
"160","準",18,1
"161","煩",17,1
"162","當",11,1
"163","經",19,1
"164","補",14,1
"165","詢",13,1
"166","試",12,1
"167","話",17,1
"168","該",28,1
"169","資",81,1
"170","較",60,1
"171","過",52,1
"172","道",36,1
"173","電",88,1
"174","實",39,1
"175","對",27,1
"176","榜",25,1
"177","滿",25,1
