"","word","sum","wordnum"
"1","二",15,1
"2","入",16,1
"3","力",25,1
"4","三",28,1
"5","士",21,1
"6","子",26,1
"7","山",14,1
"8","工",74,1
"9","中",61,1
"10","什",22,1
"11","內",33,1
"12","分",75,1
"13","化",28,1
"14","友",36,1
"15","天",24,1
"16","太",27,1
"17","少",16,1
"18","心",29,1
"19","文",58,1
"20","方",40,1
"21","日",15,1
"22","月",18,1
"23","主",15,1
"24","代",23,1
"25","出",45,1
"26","加",10,1
"27","北",17,1
"28","台",55,1
"29","四",27,1
"30","外",26,1
"31","未",17,1
"32","正",23,1
"33","生",54,1
"34","申",17,1
"35","目",82,1
"36","立",11,1
"37","交",22,1
"38","件",12,1
"39","先",38,1
"40","合",19,1
"41","名",44,1
"42","回",13,1
"43","年",77,1
"44","式",27,1
"45","成",86,1
"46","次",15,1
"47","老",43,1
"48","考",148,1
"49","行",13,1
"50","西",14,1
"51","似",10,1
"52","位",68,1
"53","作",28,1
"54","別",15,1
"55","利",11,1
"56","助",10,1
"57","否",22,1
"58","完",22,1
"59","希",19,1
"60","弟",34,1
"61","找",30,1
"62","沒",115,1
"63","究",71,1
"64","系",113,1
"65","見",11,1
"66","走",15,1
"67","身",10,1
"68","享",15,1
"69","來",68,1
"70","兩",28,1
"71","函",19,1
"72","初",10,1
"73","始",16,1
"74","姐",15,1
"75","定",30,1
"76","念",11,1
"77","放",27,1
"78","於",32,1
"79","明",37,1
"80","朋",20,1
"81","東",18,1
"82","板",13,1
"83","析",11,1
"84","果",37,1
"85","法",33,1
"86","版",28,1
"87","直",22,1
"88","知",33,1
"89","表",23,1
"90","近",25,1
"91","金",12,1
"92","長",21,1
"93","非",11,1
"94","信",40,1
"95","前",106,1
"96","品",12,1
"97","室",10,1
"98","封",18,1
"99","度",11,1
"100","建",17,1
"101","後",43,1
"102","思",15,1
"103","指",13,1
"104","政",19,1
"105","查",21,1
"106","段",11,1
"107","流",10,1
"108","為",65,1
"109","相",31,1
"110","研",93,1
"111","科",78,1
"112","英",10,1
"113","計",61,1
"114","重",17,1
"115","面",51,1
"116","修",31,1
"117","個",74,1
"118","們",28,1
"119","候",11,1
"120","剛",20,1
"121","原",21,1
"122","家",75,1
"123","容",19,1
"124","差",19,1
"125","師",56,1
"126","料",70,1
"127","時",49,1
"128","書",35,1
