"","word","sum","wordnum"
"1","入",2,1
"2","力",2,1
"3","士",5,1
"4","子",5,1
"5","工",3,1
"6","內",6,1
"7","分",3,1
"8","友",2,1
"9","尤",2,1
"10","月",4,1
"11","刊",4,1
"12","台",4,1
"13","生",3,1
"14","名",2,1
"15","年",3,1
"16","式",3,1
"17","考",2,1
"18","作",3,1
"19","助",5,1
"20","希",2,1
"21","材",3,1
"22","求",6,1
"23","究",12,1
"24","系",4,1
"25","享",2,1
"26","佳",2,1
"27","具",2,1
"28","刺",2,1
"29","協",2,1
"30","於",2,1
"31","明",3,1
"32","物",2,1
"33","金",2,1
"34","信",2,1
"35","相",7,1
"36","研",12,1
"37","科",4,1
"38","約",2,1
"39","計",4,1
"40","家",2,1
"41","料",7,1
"42","書",4,1
"43","班",2,1
"44","站",2,1
"45","缺",2,1
"46","訊",3,1
"47","討",2,1
"48","問",2,1
"49","將",3,1
"50","涵",2,1
"51","理",8,1
"52","統",2,1
"53","習",2,1
"54","博",2,1
"55","期",4,1
"56","程",3,1
"57","結",2,1
"58","視",2,1
"59","開",2,1
"60","嗎",3,1
"61","想",2,1
"62","意",2,1
"63","會",3,1
"64","經",2,1
"65","腦",2,1
"66","解",2,1
"67","話",2,1
"68","資",9,1
"69","電",6,1
"70","圖",2,1
"71","實",2,1
"72","對",2,1
"73","碩",4,1
"74","與",6,1
"75","影",2,1
"76","徵",13,1
"77","衝",2,1
"78","課",2,1
"79","請",4,1
"80","論",2,1
"81","學",10,1
"82","戰",2,1
"83","機",2,1
"84","歷",3,1
"85","應",3,1
"86","總",2,1
"87","薪",2,1
"88","謝",4,1
"89","職",2,1
"90","關",7,1
"91","覺",3,1
"92","讀",2,1
"93","驗",3,1
"94","一起",4,2
"95","入學",2,2
"96","士約",2,2
"97","士班",2,2
"98","大學",2,2
"99","內信",2,2
"100","內涵",2,2
"101","尤佳",2,2
"102","月刊",2,2
"103","以一",2,2
"104","台大",2,2
"105","年即",2,2
"106","有人",3,2
"107","助理",2,2
"108","即將",2,2
"109","希望",2,2
"110","材料",3,2
"111","究月",2,2
"112","究生",2,2
"113","究助",2,2
"114","協助",2,2
"115","明年",2,2
"116","物理",2,2
"117","相關",7,2
"118","研究",12,2
"119","科系",2,2
"120","計研",2,2
"121","班研",2,2
"122","站內",2,2
"123","訊內",2,2
"124","將入",2,2
"125","理相",2,2
"126","習相",2,2
"127","博士",2,2
"128","視覺",2,2
"129","會計",2,2
"130","腦視",2,2
"131","資料",4,2
"132","資訊",3,2
"133","電子",2,2
"134","電腦",2,2
"135","實驗",2,2
"136","碩士",2,2
"137","徵求",6,2
"138","徵資",2,2
"139","衝刺",2,2
"140","課程",2,2
"141","學之",2,2
"142","學習",2,2
"143","學歷",2,2
"144","戰友",2,2
"145","應徵",3,2
"146","謝謝",2,2
"147","關科",2,2
"148","讀書",2,2
"149","入學之",2,3
"150","士班研",2,3
"151","以一起",2,3
"152","可以一",2,3
"153","年即將",2,3
"154","即將入",2,3
"155","究月刊",2,3
"156","究助理",2,3
"157","明年即",2,3
"158","相關科",2,3
"159","研究月",2,3
"160","研究生",2,3
"161","研究助",2,3
"162","計研究",2,3
"163","班研究",2,3
"164","站內信",2,3
"165","訊內涵",2,3
"166","將入學",2,3
"167","理相關",2,3
"168","習相關",2,3
"169","博士班",2,3
"170","會計研",2,3
"171","腦視覺",2,3
"172","資訊內",2,3
"173","電腦視",2,3
"174","徵資料",2,3
"175","學習相",2,3
"176","應徵資",2,3
"177","關科系",2,3
"178","士班研究",2,4
"179","可以一起",2,4
"180","年即將入",2,4
"181","即將入學",2,4
"182","明年即將",2,4
"183","相關科系",2,4
"184","研究月刊",2,4
"185","研究助理",2,4
"186","計研究月",2,4
"187","班研究生",2,4
"188","將入學之",2,4
"189","博士班研",2,4
"190","會計研究",2,4
"191","資訊內涵",2,4
"192","電腦視覺",2,4
"193","學習相關",2,4
"194","應徵資料",2,4
"195","士班研究生",2,5
"196","年即將入學",2,5
"197","即將入學之",2,5
"198","明年即將入",2,5
"199","計研究月刊",2,5
"200","博士班研究",2,5
"201","會計研究月",2,5
"202","年即將入學之",2,6
"203","明年即將入學",2,6
"204","博士班研究生",2,6
"205","會計研究月刊",2,6
"206","明年即將入學之",2,7
