"","word","sum","wordnum"
"1","∞",74,1
"2","二",32,1
"3","入",51,1
"4","力",44,1
"5","三",28,1
"6","士",118,1
"7","子",30,1
"8","山",18,1
"9","工",79,1
"10","中",103,1
"11","五",25,1
"12","什",18,1
"13","介",19,1
"14","元",28,1
"15","內",30,1
"16","公",44,1
"17","六",12,1
"18","分",68,1
"19","化",25,1
"20","午",26,1
"21","友",20,1
"22","天",11,1
"23","心",38,1
"24","文",37,1
"25","方",46,1
"26","日",110,1
"27","月",74,1
"28","止",19,1
"29","牙",12,1
"30","主",25,1
"31","出",48,1
"32","刊",10,1
"33","加",47,1
"34","包",12,1
"35","北",39,1
"36","台",111,1
"37","四",18,1
"38","外",26,1
"39","央",20,1
"40","未",20,1
"41","正",25,1
"42","生",194,1
"43","目",13,1
"44","立",72,1
"45","交",63,1
"46","份",11,1
"47","企",20,1
"48","光",13,1
"49","全",14,1
"50","共",19,1
"51","列",16,1
"52","合",43,1
"53","名",210,1
"54","回",10,1
"55","安",10,1
"56","年",127,1
"57","式",18,1
"58","成",57,1
"59","收",11,1
"60","次",50,1
"61","老",35,1
"62","考",114,1
"63","色",14,1
"64","行",55,1
"65","位",54,1
"66","作",42,1
"67","免",12,1
"68","別",20,1
"69","利",18,1
"70","助",35,1
"71","含",10,1
"72","告",24,1
"73","址",22,1
"74","均",10,1
"75","完",13,1
"76","技",72,1
"77","更",37,1
"78","材",19,1
"79","步",10,1
"80","沒",14,1
"81","究",151,1
"82","系",99,1
"83","育",21,1
"84","言",11,1
"85","並",19,1
"86","事",21,1
"87","亞",12,1
"88","享",26,1
"89","佳",10,1
"90","來",86,1
"91","供",11,1
"92","兩",12,1
"93","具",20,1
"94","制",15,1
"95","取",34,1
"96","受",11,1
"97","始",21,1
"98","定",14,1
"99","抽",15,1
"100","招",112,1
"101","放",12,1
"102","於",48,1
"103","明",88,1
"104","東",18,1
"105","果",20,1
"106","治",25,1
"107","法",107,1
"108","物",28,1
"109","知",27,1
"110","社",25,1
"111","表",28,1
"112","迎",50,1
"113","近",14,1
"114","金",49,1
"115","長",34,1
"116","非",15,1
"117","保",18,1
"118","信",20,1
"119","前",36,1
"120","南",13,1
"121","室",54,1
"122","度",40,1
"123","律",30,1
"124","後",28,1
"125","持",12,1
"126","指",14,1
"127","政",90,1
"128","星",12,1
"129","查",16,1
"130","活",33,1
"131","為",53,1
"132","界",17,1
"133","相",42,1
"134","研",190,1
"135","科",124,1
"136","美",22,1
"137","英",13,1
"138","計",29,1
"139","重",13,1
"140","限",11,1
"141","面",34,1
"142","頁",23,1
"143","風",10,1
"144","個",42,1
"145","們",48,1
"146","家",41,1
"147","容",15,1
"148","展",17,1
"149","師",89,1
"150","座",16,1
"151","恭",17,1
"152","料",40,1
"153","時",67,1
"154","書",22,1
"155","校",57,1
"156","核",11,1
"157","海",20,1
"158","特",26,1
"159","班",85,1
"160","祝",12,1
"161","站",14,1
"162","粉",20,1
"163","訊",97,1
"164","財",23,1
"165","送",14,1
"166","院",37,1
"167","高",43,1
"168","動",45,1
"169","務",26,1
"170","區",22,1
"171","參",62,1
"172","商",28,1
"173","問",32,1
"174","國",175,1
"175","域",61,1
"176","培",10,1
"177","基",11,1
"178","將",39,1
"179","專",50,1
"180","常",16,1
"181","強",13,1
"182","情",108,1
"183","授",48,1
"184","排",31,1
"185","接",13,1
"186","控",11,1
"187","推",37,1
"188","教",89,1
"189","械",15,1
"190","清",49,1
"191","現",21,1
"192","理",85,1
"193","產",18,1
"194","畢",30,1
"195","章",59,1
"196","細",10,1
"197","紹",15,1
"198","組",56,1
"199","統",24,1
"200","習",28,1
"201","術",51,1
"202","設",17,1
"203","這",26,1
"204","通",67,1
"205","連",15,1
"206","部",21,1
"207","備",96,1
"208","創",45,1
"209","博",57,1
"210","喜",20,1
"211","單",39,1
"212","報",286,1
"213","場",41,1
"214","提",15,1
"215","智",20,1
"216","期",65,1
"217","無",19,1
"218","然",10,1
"219","發",41,1
"220","程",96,1
"221","結",24,1
"222","絡",10,1
"223","給",16,1
"224","華",33,1
"225","著",10,1
"226","費",21,1
"227","貿",18,1
"228","進",38,1
"229","郵",13,1
"230","開",47,1
"231","間",57,1
"232","陽",12,1
"233","雄",11,1
"234","傳",30,1
"235","園",14,1
"236","想",52,1
"237","意",21,1
"238","新",44,1
"239","會",168,1
"240","業",92,1
"241","源",15,1
"242","準",18,1
"243","當",12,1
"244","經",46,1
"245","號",13,1
"246","補",30,1
"247","解",28,1
"248","試",147,1
"249","話",11,1
"250","資",137,1
"251","跨",29,1
"252","路",55,1
"253","較",12,1
"254","運",13,1
"255","過",30,1
"256","道",12,1
"257","達",13,1
"258","電",71,1
"259","實",72,1
"260","對",36,1
"261","榜",22,1
"262","甄",95,1
"263","碩",113,1
"264","精",11,1
"265","網",96,1
