"","word","sum","wordnum"
"1","├",9,1
"2","┤",9,1
"3","┬",13,1
"4","┴",13,1
"5","┼",59,1
"6","乙",10,1
"7","七",7,1
"8","九",4,1
"9","二",47,1
"10","入",22,1
"11","八",4,1
"12","力",129,1
"13","十",21,1
"14","三",94,1
"15","久",11,1
"16","千",9,1
"17","口",31,1
"18","土",3,1
"19","士",14,1
"20","女",9,1
"21","子",22,1
"22","山",16,1
"23","工",155,1
"24","中",119,1
"25","予",7,1
"26","互",9,1
"27","五",21,1
"28","什",101,1
"29","介",55,1
"30","元",5,1
"31","內",61,1
"32","公",42,1
"33","六",7,1
"34","分",222,1
"35","切",9,1
"36","化",8,1
"37","升",10,1
"38","友",21,1
"39","反",24,1
"40","天",41,1
"41","太",48,1
"42","少",38,1
"43","引",7,1
"44","心",113,1
"45","手",19,1
"46","支",4,1
"47","文",103,1
"48","方",82,1
"49","日",8,1
"50","月",16,1
"51","火",3,1
"52","片",13,1
"53","王",4,1
"54","丙",5,1
"55","主",47,1
"56","仔",8,1
"57","付",6,1
"58","代",24,1
"59","充",7,1
"60","出",102,1
"61","功",5,1
"62","加",50,1
"63","包",6,1
"64","北",4,1
"65","半",12,1
"66","卡",9,1
"67","古",24,1
"68","句",10,1
"69","台",69,1
"70","史",3,1
"71","右",7,1
"72","司",3,1
"73","四",28,1
"74","外",68,1
"75","央",13,1
"76","失",5,1
"77","左",7,1
"78","巧",4,1
"79","布",4,1
"80","平",22,1
"81","必",17,1
"82","未",27,1
"83","末",3,1
"84","正",55,1
"85","母",3,1
"86","民",13,1
"87","生",67,1
"88","甲",10,1
"89","申",6,1
"90","白",11,1
"91","皮",4,1
"92","目",79,1
"93","示",11,1
"94","立",17,1
"95","丟",3,1
"96","交",90,1
"97","件",15,1
"98","份",37,1
"99","企",17,1
"100","休",4,1
"101","先",62,1
"102","光",17,1
"103","全",34,1
"104","共",21,1
"105","列",17,1
"106","印",20,1
"107","危",4,1
"108","吃",4,1
"109","合",20,1
"110","名",33,1
"111","回",77,1
"112","字",15,1
"113","存",3,1
"114","安",7,1
"115","年",72,1
"116","式",42,1
"117","忙",9,1
"118","成",132,1
"119","扣",4,1
"120","收",14,1
"121","早",25,1
"122","曲",3,1
"123","次",44,1
"124","老",164,1
"125","考",190,1
"126","色",7,1
"127","行",34,1
"128","西",37,1
"129","伴",4,1
"130","伸",3,1
"131","似",4,1
"132","位",36,1
"133","低",15,1
"134","住",8,1
"135","作",158,1
"136","克",3,1
"137","免",8,1
"138","別",31,1
"139","利",25,1
"140","刪",4,1
"141","助",45,1
"142","努",12,1
"143","否",9,1
"144","吳",9,1
"145","呈",5,1
"146","告",6,1
"147","困",3,1
"148","均",3,1
"149","坊",3,1
"150","完",73,1
"151","宏",3,1
"152","尾",3,1
"153","局",6,1
"154","希",32,1
"155","序",10,1
"156","弟",6,1
"157","形",7,1
"158","志",12,1
"159","忘",12,1
"160","快",19,1
"161","扯",3,1
"162","找",26,1
"163","技",13,1
"164","抄",11,1
"165","抓",3,1
"166","投",11,1
"167","折",4,1
"168","改",13,1
"169","更",20,1
"170","材",11,1
"171","束",17,1
"172","步",12,1
"173","求",12,1
"174","決",31,1
"175","沒",158,1
"176","災",4,1
"177","男",9,1
"178","秀",3,1
"179","私",4,1
"180","究",74,1
"181","系",82,1
"182","育",5,1
"183","良",4,1
"184","見",16,1
"185","角",9,1
"186","言",12,1
"187","走",18,1
"188","足",16,1
"189","身",18,1
"190","車",6,1
"191","防",5,1
"192","並",30,1
"193","事",37,1
"194","亞",5,1
"195","享",19,1
"196","來",186,1
"197","例",13,1
"198","供",6,1
"199","兩",61,1
"200","具",4,1
"201","函",4,1
"202","初",11,1
"203","制",7,1
"204","刷",8,1
"205","刺",3,1
"206","刻",6,1
"207","取",75,1
"208","受",13,1
"209","周",12,1
"210","命",14,1
"211","固",9,1
"212","坪",3,1
"213","奇",3,1
"214","妳",12,1
"215","妹",7,1
"216","姊",5,1
"217","始",66,1
"218","姐",6,1
"219","委",3,1
"220","季",5,1
"221","定",75,1
"222","幸",9,1
"223","底",9,1
"224","延",4,1
"225","念",58,1
"226","怕",3,1
"227","怡",4,1
"228","性",25,1
"229","房",7,1
"230","承",4,1
"231","抱",3,1
"232","抵",6,1
"233","抽",11,1
"234","拉",6,1
"235","拖",3,1
"236","招",3,1
"237","放",57,1
"238","於",58,1
"239","明",48,1
"240","易",12,1
"241","朋",10,1
"242","服",11,1
"243","東",50,1
"244","板",10,1
"245","析",6,1
"246","林",4,1
"247","果",86,1
"248","油",3,1
"249","治",8,1
"250","況",16,1
"251","法",88,1
"252","注",12,1
"253","爬",7,1
"254","爭",3,1
"255","版",25,1
"256","物",22,1
"257","狀",17,1
"258","玩",4,1
"259","直",41,1
"260","知",59,1
"261","社",18,1
"262","空",6,1
"263","花",14,1
"264","表",44,1
"265","迎",6,1
"266","近",11,1
"267","金",11,1
"268","長",35,1
"269","門",11,1
"270","附",9,1
"271","青",4,1
"272","非",44,1
"273","亮",4,1
