"","word","sum","wordnum"
"1","力",24,1
"2","三",16,1
"3","口",11,1
"4","子",11,1
"5","工",27,1
"6","中",64,1
"7","什",16,1
"8","內",13,1
"9","公",14,1
"10","分",44,1
"11","友",16,1
"12","天",93,1
"13","太",11,1
"14","少",16,1
"15","心",37,1
"16","文",20,1
"17","出",31,1
"18","加",36,1
"19","北",16,1
"20","台",70,1
"21","四",14,1
"22","央",11,1
"23","正",43,1
"24","民",10,1
"25","生",74,1
"26","目",31,1
"27","交",24,1
"28","先",12,1
"29","名",24,1
"30","回",13,1
"31","年",65,1
"32","成",42,1
"33","早",21,1
"34","次",20,1
"35","老",18,1
"36","考",205,1
"37","位",42,1
"38","別",19,1
"39","利",20,1
"40","努",15,1
"41","完",23,1
"42","希",29,1
"43","弟",19,1
"44","快",10,1
"45","找",16,1
"46","沒",66,1
"47","究",32,1
"48","系",15,1
"49","身",10,1
"50","事",10,1
"51","來",56,1
"52","兩",15,1
"53","初",11,1
"54","卷",11,1
"55","取",67,1
"56","受",11,1
"57","定",31,1
"58","放",81,1
"59","於",18,1
"60","明",53,1
"61","朋",11,1
"62","東",12,1
"63","果",17,1
"64","油",34,1
"65","法",29,1
"66","版",15,1
"67","直",10,1
"68","知",30,1
"69","金",13,1
"70","長",12,1
"71","保",11,1
"72","信",14,1
"73","前",38,1
"74","後",53,1
"75","拜",11,1
"76","政",17,1
"77","為",33,1
"78","研",44,1
"79","科",27,1
"80","英",16,1
"81","計",17,1
"82","重",13,1
"83","面",25,1
"84","個",67,1
"85","們",29,1
"86","剛",10,1
"87","家",86,1
"88","容",12,1
"89","差",15,1
"90","師",41,1
"91","時",47,1
"92","書",21,1
"93","校",37,1
"94","氣",57,1
"95","班",13,1
"96","真",29,1
"97","祝",37,1
"98","記",10,1
"99","高",15,1
"100","做",15,1
"101","問",30,1
"102","張",12,1
"103","情",10,1
"104","授",17,1
"105","推",10,1
"106","救",21,1
"107","教",27,1
"108","晚",10,1
"109","棄",16,1
"110","清",25,1
"111","現",29,1
"112","理",28,1
"113","畢",15,1
"114","組",16,1
"115","聊",108,1
"116","許",11,1
"117","這",71,1
"118","連",16,1
"119","部",10,1
"120","備",53,1
"121","報",25,1
"122","幾",19,1
"123","提",11,1
"124","期",11,1
"125","無",11,1
"126","然",24,1
"127","發",44,1
"128","答",17,1
"129","結",14,1
"130","給",17,1
"131","著",18,1
"132","跑",10,1
"133","進",11,1
"134","開",17,1
"135","閒",100,1
"136","間",44,1
"137","集",57,1
"138","順",20,1
"139","嗎",37,1
"140","想",78,1
"141","惹",10,1
"142","意",21,1
"143","感",14,1
"144","新",12,1
"145","會",80,1
"146","業",17,1
"147","準",12,1
"148","煩",11,1
"149","當",24,1
"150","經",26,1
"151","解",13,1
"152","試",69,1
"153","話",12,1
"154","該",17,1
"155","資",19,1
"156","過",31,1
"157","道",19,1
"158","電",10,1
"159","實",18,1
"160","對",18,1
"161","榜",78,1
"162","滿",10,1
"163","算",15,1
"164","與",14,1
"165","語",14,1
"166","說",42,1
"167","需",12,1
"168","麼",51,1
"169","寫",21,1
"170","數",34,1
"171","樓",11,1
"172","樣",28,1
"173","請",31,1
"174","學",95,1
"175","機",19,1
"176","歷",11,1
"177","錯",10,1
"178","幫",17,1
"179","應",27,1
"180","績",10,1
"181","謝",20,1
"182","還",76,1
"183","雖",13,1
"184","點",32,1
"185","題",64,1
"186","關",12,1
"187","覺",36,1
"188","續",11,1
"189","聽",10,1
"190","讀",21,1
"191","讓",21,1
"192","一下",15,2
"193","一個",20,2
"194","一起",19,2
"195","人數",14,2
"196","也不",12,2
"197","大放",12,2
"198","大的",11,2
"199","小弟",15,2
"200","已經",15,2
"201","不知",16,2
"202","不要",15,2
"203","不會",16,2
"204","中央",11,2
"205","什麼",16,2
"206","今天",14,2
"207","今年",19,2
"208","加油",32,2
"209","台大",34,2
"210","台科",10,2
"211","正取",24,2
"212","交大",11,2
"213","因為",12,2
"214","好像",11,2
"215","成大",12,2
"216","成績",10,2
"217","有人",18,2
"218","老師",11,2
"219","考上",15,2
"220","考生",18,2
"221","考完",12,2
"222","考試",41,2
"223","努力",15,2
"224","希望",29,2
"225","我的",10,2
"226","我是",10,2
"227","沒有",31,2
"228","究所",16,2
"229","取生",23,2
"230","放棄",16,2
"231","放榜",51,2
"232","明天",46,2
"233","朋友",11,2
"234","的人",20,2
"235","的考",16,2
"236","的學",13,2
"237","知道",17,2
"238","怎麼",17,2
"239","政大",15,2
"240","是不",15,2
"241","是要",11,2
"242","研究",28,2
"243","要考",14,2
"244","家加",18,2
"245","家都",17,2
"246","師大",16,2
"247","時間",17,2
"248","真的",23,2
"249","祝大",12,2
"250","問題",11,2
"251","救救",10,2
"252","教授",17,2
"253","清大",16,2
"254","現在",15,2
"255","畢業",12,2
"256","第一",18,2
"257","這麼",10,2
"258","這樣",13,2
"259","都能",10,2
"260","備取",30,2
"261","最後",20,2
"262","閒聊",100,2
"263","集氣",52,2
"264","順利",17,2
"265","想要",10,2
"266","資工",12,2
"267","需要",11,2
"268","學校",29,2
"269","應該",13,2
"270","還有",15,2
"271","還是",21,2
"272","雖然",12,2
"273","題目",15,2
"274","覺得",27,2
"275","讀書",13,2
"276","大放榜",12,3
"277","大家加",18,3
"278","大家都",17,3
"279","不知道",11,3
"280","是不是",13,3
"281","研究所",16,3
"282","家加油",18,3
"283","祝大家",12,3
"284","備取生",17,3
"285","大家加油",18,4
