"","word","sum","wordnum","judge"
"1","不要像我一樣",10,6,TRUE
"2","最低錄取分數",13,6,TRUE
"3","開始寫考古題",13,6,TRUE
"4","大的考古題",12,5,TRUE
"5","中國文學史",13,5,TRUE
"6","台灣文學史",14,5,TRUE
"7","因為我覺得",16,5,TRUE
"8","在準備考試",10,5,TRUE
"9","老師的上課",10,5,TRUE
"10","考研究所的",16,5,TRUE
"11","考試的時候",15,5,TRUE
"12","自己的筆記",11,5,TRUE
"13","我自己覺得",12,5,TRUE
"14","法題型破解",10,5,TRUE
"15","的準備方式",12,5,TRUE
"16","的讀書方式",10,5,TRUE
"17","後面的題目",11,5,TRUE
"18","是很重要的",12,5,TRUE
"19","研究所考試",15,5,TRUE
"20","要考研究所",10,5,TRUE
"21","計算機組織",17,5,TRUE
"22","計算機結構",13,5,TRUE
"23","開放式課程",13,5,TRUE
"24","準備考試的",13,5,TRUE
"25","準備研究所",25,5,TRUE
"26","補習班老師",10,5,TRUE
"27","一方面是",13,4,TRUE
"28","一段時間",10,4,TRUE
"29","一個禮拜",16,4,TRUE
"30","一開始就",10,4,TRUE
"31","上榜心得",10,4,TRUE
"32","上課筆記",17,4,TRUE
"33","上課講義",29,4,TRUE
"34","下定決心",10,4,TRUE
"35","也不知道",18,4,TRUE
"36","千萬不要",12,4,TRUE
"37","土力基工",11,4,TRUE
"38","大家可以",10,4,TRUE
"39","大家參考",12,4,TRUE
"40","大部分的",14,4,TRUE
"41","大概就是",13,4,TRUE
"42","大資工所",10,4,TRUE
"43","大電機丙",11,4,TRUE
"44","不少時間",13,4,TRUE
"45","不要放棄",12,4,TRUE
"46","不過因為",12,4,TRUE
"47","中國哲學",12,4,TRUE
"48","今年台大",28,4,TRUE
"49","分享一下",10,4,TRUE
"50","化動化熱",11,4,TRUE
"51","心得分享",11,4,TRUE
"52","文學理論",21,4,TRUE
"53","月的時候",12,4,TRUE
"54","比較重要",10,4,TRUE
"55","比較容易",10,4,TRUE
"56","可以直接",10,4,TRUE
"57","可以參考",14,4,TRUE
"58","可以幫助",11,4,TRUE
"59","台大資工",37,4,TRUE
"60","台大電機",27,4,TRUE
"61","台大機械",10,4,TRUE
"62","台清交成",12,4,TRUE
"63","台灣文學",10,4,TRUE
"64","正取心得",23,4,TRUE
"65","正取最低",12,4,TRUE
"66","刑法分則",17,4,TRUE
"67","刑法總則",18,4,TRUE
"68","名詞解釋",15,4,TRUE
"69","因為自己",13,4,TRUE
"70","因為我的",11,4,TRUE
"71","在校成績",12,4,TRUE
"72","在準備的",14,4,TRUE
"73","在圖書館",14,4,TRUE
"74","多時間在",11,4,TRUE
"75","如果沒有",11,4,TRUE
"76","如果真的",12,4,TRUE
"77","成大電機",22,4,TRUE
"78","有時候會",11,4,TRUE
"79","有幫助的",10,4,TRUE
"80","老師上課",30,4,TRUE
"81","老師的書",17,4,TRUE
"82","老師的課",24,4,TRUE
"83","考上台大",10,4,TRUE
"84","考古題的",21,4,TRUE
"85","考前一個",11,4,TRUE
"86","考研究所",30,4,TRUE
"87","考試成績",13,4,TRUE
"88","考試期間",10,4,TRUE
"89","自己整理",10,4,TRUE
"90","自我介紹",30,4,TRUE
"91","自動控制",18,4,TRUE
"92","作業系統",35,4,TRUE
"93","告訴自己",11,4,TRUE
"94","宋明理學",12,4,TRUE
"95","我自己是",24,4,TRUE
"96","我的讀書",10,4,TRUE
"97","我個人是",11,4,TRUE
"98","我覺得這",21,4,TRUE
"99","每個禮拜",12,4,TRUE
"100","決定要考",11,4,TRUE
"101","沒有什麼",11,4,TRUE
"102","沒有補習",10,4,TRUE
"103","事訴訟法",13,4,TRUE
"104","到不會的",11,4,TRUE
"105","到最後一",10,4,TRUE
"106","念書時間",15,4,TRUE
"107","所以如果",14,4,TRUE
"108","所以後來",10,4,TRUE
"109","爭點整理",11,4,TRUE
"110","的心得文",29,4,TRUE
"111","的考古題",33,4,TRUE
"112","的時候我",14,4,TRUE
"113","的時候就",17,4,TRUE
"114","的部分我",12,4,TRUE
"115","的準備方",10,4,TRUE
"116","的話可以",10,4,TRUE
"117","的過程中",12,4,TRUE
"118","的演算法",11,4,TRUE
"119","的學弟妹",28,4,TRUE
"120","的題目都",17,4,TRUE
"121","的題庫班",11,4,TRUE
"122","知道自己",20,4,TRUE
"123","非常感謝",10,4,TRUE
"124","建議大家",16,4,TRUE
"125","很多東西",10,4,TRUE
"126","很多時間",20,4,TRUE
"127","指導教授",13,4,TRUE
"128","是我覺得",12,4,TRUE
"129","相關課程",10,4,TRUE
"130","看到題目",10,4,TRUE
"131","研究方法",13,4,TRUE
"132","研究所的",21,4,TRUE
"133","重要的一",12,4,TRUE
"134","重要的是",26,4,TRUE
"135","重點就是",10,4,TRUE
"136","個人認為",17,4,TRUE
"137","個人覺得",25,4,TRUE
"138","拿到考卷",10,4,TRUE
"139","時間不夠",11,4,TRUE
"140","時間分配",14,4,TRUE
"141","時間準備",12,4,TRUE
"142","浪費時間",12,4,TRUE
"143","真的非常",10,4,TRUE
"144","高成老師",17,4,TRUE
"145","做考古題",13,4,TRUE
"146","國際關係",16,4,TRUE
"147","基本上就",11,4,TRUE
"148","專業科目",27,4,TRUE
"149","強烈建議",11,4,TRUE
"150","從頭到尾",10,4,TRUE
"151","排列組合",10,4,TRUE
"152","清大資工",11,4,TRUE
"153","習的時候",12,4,TRUE
"154","這段時間",35,4,TRUE
"155","這段期間",15,4,TRUE
"156","這個科目",12,4,TRUE
"157","這個時候",22,4,TRUE
"158","這個階段",16,4,TRUE
"159","單操輸送",18,4,TRUE
"160","幾乎沒有",17,4,TRUE
"161","幾乎都是",18,4,TRUE
"162","暑假開始",10,4,TRUE
"163","最低正取",13,4,TRUE
"164","最低錄取",20,4,TRUE
"165","最後還是",12,4,TRUE
"166","最重要的",33,4,TRUE
"167","發現自己",16,4,TRUE
"168","開始準備",37,4,TRUE
"169","開始補習",11,4,TRUE
"170","會比較好",10,4,TRUE
"171","準備心得",11,4,TRUE
"172","準備方式",15,4,TRUE
"173","準備方法",23,4,TRUE
"174","準備考試",35,4,TRUE
"175","準備的時",11,4,TRUE
"176","準備時間",15,4,TRUE
"177","準備過程",21,4,TRUE
"178","補習班的",25,4,TRUE
"179","資料結構",30,4,TRUE
"180","對我而言",10,4,TRUE
"181","對我來說",23,4,TRUE
"182","演算法的",13,4,TRUE
"183","寫考古題",36,4,TRUE
"184","線性代數",45,4,TRUE
"185","適合自己",12,4,TRUE
"186","學弟妹們",12,4,TRUE
"187","謝謝大家",10,4,TRUE
"188","謝謝你們",10,4,TRUE
"189","離散數學",17,4,TRUE
"190","題的時候",11,4,TRUE
"191","題庫班的",14,4,TRUE
"192","覺得自己",42,4,TRUE
"193","覺得這科",10,4,TRUE
"194","讀書方法",11,4,TRUE
"195","讀書計畫",22,4,TRUE
"196","讀書時間",13,4,TRUE
"197","一定不",10,3,TRUE
"198","一定的",13,3,TRUE
"199","一定是",10,3,TRUE
"200","一定要",127,3,TRUE
"201","一定會",46,3,TRUE
"202","一直到",12,3,TRUE
"203","一個人",22,3,TRUE
"204","一個小",11,3,TRUE
"205","一個月",35,3,TRUE
"206","一堂課",11,3,TRUE
"207","一開始",64,3,TRUE
"208","一階段",10,3,TRUE
"209","一路上",10,3,TRUE
"210","一樣的",31,3,TRUE
"211","一樣是",10,3,TRUE
"212","一點點",12,3,TRUE
"213","一題都",13,3,TRUE
"214","了一些",12,3,TRUE
"215","了一個",10,3,TRUE
"216","了不少",10,3,TRUE
"217","了什麼",11,3,TRUE
"218","了台大",11,3,TRUE
"219","了很多",32,3,TRUE
"220","了許多",15,3,TRUE
"221","人可以",11,3,TRUE
"222","十二月",14,3,TRUE
"223","十分鐘",11,3,TRUE
"224","上台大",12,3,TRUE
"225","上就是",13,3,TRUE
"226","上課的",33,3,TRUE
"227","上課時",17,3,TRUE
"228","上題庫",10,3,TRUE
"229","下自己",10,3,TRUE
"230","下來的",10,3,TRUE
"231","也不用",10,3,TRUE
"232","也不是",11,3,TRUE
"233","也不要",16,3,TRUE
"234","也不會",26,3,TRUE
"235","也比較",11,3,TRUE
"236","也可以",43,3,TRUE
"237","也因為",11,3,TRUE
"238","也希望",13,3,TRUE
"239","也沒有",43,3,TRUE
"240","也是一",12,3,TRUE
"241","也是很",10,3,TRUE
"242","也就是",16,3,TRUE
"243","大三上",10,3,TRUE
"244","大三下",20,3,TRUE
"245","大工工",11,3,TRUE
"246","大工科",15,3,TRUE
"247","大公法",14,3,TRUE
"248","大四上",13,3,TRUE
"249","大刑法",10,3,TRUE
"250","大多數",10,3,TRUE
"251","大法官",10,3,TRUE
"252","大的話",10,3,TRUE
"253","大家一",13,3,TRUE
"254","大家好",10,3,TRUE
"255","大家的",18,3,TRUE
"256","大家都",43,3,TRUE
"257","大部分",22,3,TRUE
"258","大量的",10,3,TRUE
"259","大概在",10,3,TRUE
"260","大概是",28,3,TRUE
"261","大概就",11,3,TRUE
"262","大經研",10,3,TRUE
"263","大資工",10,3,TRUE
"264","大電子",10,3,TRUE
"265","大網媒",10,3,TRUE
"266","大機械",13,3,TRUE
"267","女朋友",23,3,TRUE
"268","工所的",13,3,TRUE
"269","工數的",17,3,TRUE
"270","才不會",10,3,TRUE
"271","才發現",17,3,TRUE
"272","才開始",51,3,TRUE
"273","不一定",31,3,TRUE
"274","不一樣",27,3,TRUE
"275","不下去",12,3,TRUE
"276","不太會",11,3,TRUE
"277","不太懂",10,3,TRUE
"278","不代表",10,3,TRUE
"279","不出來",24,3,TRUE
"280","不可能",25,3,TRUE
