"","word","weight1","weight2","weight3","weight4","weight5","weight6","num1","num2","num3","num4","num5","num6","classnum"
"1","各位大大",0.00568389394701851,0,0,0,0,0,42,0,0,0,0,0,1
"2","請問各位",0.00419698102578964,0,0,0,0,0,31,0,0,0,0,0,1
"3","大家好",0.00330262442871936,0.00115108577585084,0,0,0,0,39,5,0,0,0,0,2
"4","不知道",0.00406340140111962,0,0,0.00057001178181133,0,0,48,0,0,8,0,0,2
"6","找教授",0.00321806206749374,0,0,0.000285041788115051,0,0,38,0,0,4,0,0,2
"9","問一下",0.00365598213733296,0,0,0,0,0,27,0,0,0,0,0,1
"10","推薦的",0.00487300210778918,0,0,0,0,0,36,0,0,0,0,0,1
"11","想請問",0.00642699691280911,0,0,0,0,0.00525013522834684,76,0,0,0,0,2,2
"13","學長姐",0.00279515543098044,0,0,0.000356291015853027,0,0,33,0,0,5,0,0,2
"14","一下",0.00448583433418731,0,0,0.00206492780395604,0,0,53,0,0,29,0,0,2
"18","大的",0.00262594850454654,0,0,0.000712469867052587,0,0,31,0,0,10,0,0,2
"19","大概",0.00271055513098279,0,0,0.00149566886792606,0,0,32,0,0,21,0,0,2
"23","已經",0.00271055513098279,0,0,0.000712469867052587,0,0,32,0,0,10,0,0,2
"28","今年",0.00431688008740257,0,0,0.00121093195652229,0,0,51,0,0,17,0,0,2
"34","交大",0.00457030199718434,0,0,0.00192263991953392,0,0,54,0,0,27,0,0,2
"35","因為",0.00726994294456811,0,0,0.00348682331785027,0,0,86,0,0,49,0,0,2
"36","在職",0.00211817583771358,0,0,0.000213788073226035,0,0,25,0,0,3,0,0,2
"38","成大",0.00380986591288969,0,0,0.00113973653054837,0,0,45,0,0,16,0,0,2
"43","考慮",0.00262594850454654,0,0,0.000427535757005078,0,0,31,0,0,6,0,0,2
"46","所的",0.00389438405519856,0,0,0.000356291015853027,0,0,46,0,0,5,0,0,2
"49","的話",0.00380986591288969,0,0,0.00163801045602239,0,0,45,0,0,23,0,0,2
"53","很多",0.00279515543098044,0,0,0.00199378609855383,0,0,33,0,0,28,0,0,2
"54","怎麼",0.00330262442871936,0,0,0.000997332236906464,0,0,39,0,0,14,0,0,2
"55","是否",0.00279515543098044,0,0,0.000498776012136212,0,0,33,0,0,7,0,0,2
"58","研所",0.00330262442871936,0,0,0.000213788073226035,0,0,39,0,0,3,0,0,2
"59","科系",0.00211817583771358,0.00276064092596666,0,0,0,0,25,12,0,0,0,0,2
"61","問題",0.00541463197031812,0,0,0.00121093195652229,0,0,64,0,0,17,0,0,2
"62","專題",0.00220282044266022,0,0,0.000926123368110494,0,0,26,0,0,13,0,0,2
"63","推甄",0.00440136036457391,0,0,0.00156684190047187,0,0,52,0,0,22,0,0,2
"67","畢業",0.00608964257218323,0,0,0.00121093195652229,0,0,72,0,0,17,0,0,2
"68","第一",0.00379124703406955,0,0,0,0,0,28,0,0,0,0,0,1
"69","統計",0.00380986591288969,0,0,0.000213788073226035,0,0,45,0,0,3,0,0,2
"71","備上",0.00279515543098044,0,0,0.000427535757005078,0,0,33,0,0,6,0,0,2
"72","備取",0.00372534145642453,0,0,0.000854910017245675,0,0,44,0,0,12,0,0,2
"74","想要",0.00228745871548753,0,0,0.000783692183747745,0,0,27,0,0,11,0,0,2
"75","想問",0.00262594850454654,0,0,0.000213788073226035,0,0,31,0,0,3,0,0,2
"76","意見",0.00338542198553324,0,0,0,0,0,25,0,0,0,0,0,1
"77","感謝",0.00372534145642453,0,0,0.000641243066595225,0,0,44,0,0,9,0,0,2
"82","電機",0.00245671626857302,0.00253084461940018,0,0,0,0,29,11,0,0,0,0,2
"86","請益",0.0338384248766859,0,0,0,0,0,252,0,0,0,0,0,1
"87","請問",0.00364081068485908,0,0,0,0,0.00525013522834684,43,0,0,0,0,2,2
"91","應該",0.00313349338550261,0,0,0.00113973653054837,0,0,37,0,0,16,0,0,2
"94","｜",0.00392650181338198,0,0,0,0,0,29,0,0,0,0,0,1
"104","太",0.00347173019265297,0,0,0.00163801045602239,0,0,41,0,0,23,0,0,2
"108","方",0.00473921840709672,0.00207111193875876,0,0,0,0,56,9,0,0,0,0,2
"109","日",0.00271055513098279,0.0116864852074132,0,0,0,0,32,51,0,0,0,0,2
"114","北",0.00321806206749374,0.00184117552673054,0,0,0,0,38,8,0,0,0,0,2
"124","回",0.00237209065714285,0,0,0.000712469867052587,0,0,28,0,0,10,0,0,2
"134","材",0.00433220546191023,0,0,0,0,0,32,0,0,0,0,0,1
"144","林",0.00211817583771358,0,0,0.000285041788115051,0,0,25,0,0,4,0,0,2
"152","指",0.00245671626857302,0,0,0.000285041788115051,0,0,29,0,0,4,0,0,2
"161","們",0.00516139913198179,0.00115108577585084,0,0,0,0,61,5,0,0,0,0,2
"162","原",0.00254133555072544,0.00115108577585084,0,0,0,0,30,5,0,0,0,0,2
"164","差",0.00355627359724987,0,0,0.000427535757005078,0,0,42,0,0,6,0,0,2
"169","班",0.00710140397338056,0,0,0.000285041788115051,0,0,84,0,0,4,0,0,2
"172","做",0.00566780814222264,0,0,0.000783692183747745,0,0,67,0,0,11,0,0,2
"182","部",0.00372534145642453,0.00344974993812871,0,0,0,0,44,15,0,0,0,0,2
"189","答",0.00473781810808655,0,0,0,0,0,35,0,0,0,0,0,1
"201","解",0.0054990303226374,0,0,0,0.0114864145110319,0,65,0,0,0,2,0,2
"202","詢",0.00237209065714285,0.00161119237490893,0,0,0,0,28,7,0,0,0,0,2
"203","試",0.0071695852195209,0,0,0,0,0,53,0,0,0,0,0,1
"206","路",0.00304891838180125,0,0,0.000498776012136212,0,0,36,0,0,7,0,0,2
"214","網",0.00440136036457391,0,0,0.000427535757005078,0,0,52,0,0,6,0,0,2
"217","寫",0.00380986591288969,0,0,0.00199378609855383,0,0,45,0,0,28,0,0,2
"219","確",0.00228745871548753,0,0,0.000712469867052587,0,0,27,0,0,10,0,0,2
"225","導",0.00203352489970009,0,0,0.000427535757005078,0,0,24,0,0,6,0,0,2
"229","錯",0.00211817583771358,0,0,0.000427535757005078,0,0,25,0,0,6,0,0,2
"230","幫",0.0071695852195209,0,0,0,0,0,53,0,0,0,0,0,1
"235","簡",0.00203352489970009,0,0,0.000498776012136212,0,0,24,0,0,7,0,0,2
"236","醫",0.00296433705544395,0.00230100162998795,0,0,0,0,35,10,0,0,0,0,2
