"","word","sum","wordnum"
"1","力",19,1
"2","三",12,1
"3","士",19,1
"4","子",29,1
"5","工",94,1
"6","中",53,1
"7","什",22,1
"8","公",10,1
"9","分",41,1
"10","友",21,1
"11","天",21,1
"12","太",17,1
"13","少",20,1
"14","心",16,1
"15","手",12,1
"16","文",45,1
"17","方",35,1
"18","丙",12,1
"19","主",13,1
"20","代",15,1
"21","出",28,1
"22","功",11,1
"23","加",12,1
"24","北",19,1
"25","古",21,1
"26","台",63,1
"27","外",26,1
"28","央",18,1
"29","未",12,1
"30","正",22,1
"31","生",49,1
"32","申",10,1
"33","目",67,1
"34","交",25,1
"35","先",30,1
"36","全",18,1
"37","名",27,1
"38","回",24,1
"39","年",70,1
"40","式",16,1
"41","成",30,1
"42","老",45,1
"43","考",197,1
"44","似",11,1
"45","位",91,1
"46","作",21,1
"47","別",10,1
"48","利",13,1
"49","否",18,1
"50","完",22,1
"51","希",21,1
"52","弟",34,1
"53","快",11,1
"54","找",45,1
"55","技",16,1
"56","沒",79,1
"57","究",57,1
"58","系",54,1
"59","見",10,1
"60","來",46,1
"61","兩",31,1
"62","制",13,1
"63","卷",11,1
"64","取",32,1
"65","始",12,1
"66","姐",11,1
"67","定",27,1
"68","怕",12,1
"69","放",31,1
"70","於",26,1
"71","明",13,1
"72","朋",11,1
"73","林",11,1
"74","果",31,1
"75","法",35,1
"76","版",17,1
"77","直",12,1
"78","知",48,1
"79","近",21,1
"80","金",12,1
"81","長",15,1
"82","門",11,1
"83","非",11,1
"84","信",14,1
"85","前",65,1
"86","室",15,1
"87","度",10,1
"88","建",17,1
"89","後",52,1
"90","思",10,1
"91","拜",12,1
"92","政",17,1
"93","為",55,1
"94","相",16,1
"95","研",92,1
"96","科",87,1
"97","英",15,1
"98","計",85,1
"99","重",13,1
"100","面",19,1
"101","修",19,1
"102","個",60,1
"103","們",25,1
"104","原",14,1
"105","家",97,1
"106","差",26,1
"107","師",49,1
"108","料",10,1
"109","時",44,1
"110","書",32,1
"111","校",53,1
"112","班",41,1
"113","益",107,1
"114","真",16,1
"115","祝",17,1
"116","訊",10,1
"117","財",20,1
"118","高",39,1
"119","偏",11,1
"120","做",26,1
"121","參",12,1
"122","商",22,1
"123","問",135,1
"124","國",27,1
"125","專",27,1
"126","張",11,1
"127","授",53,1
"128","排",10,1
"129","推",70,1
"130","教",72,1
"131","清",24,1
"132","現",35,1
"133","理",33,1
"134","畢",24,1
"135","組",42,1
"136","統",53,1
"137","習",20,1
"138","規",10,1
"139","設",12,1
"140","這",83,1
"141","通",11,1
"142","部",28,1
"143","麻",14,1
"144","備",51,1
"145","單",16,1
"146","報",20,1
"147","幾",20,1
"148","提",17,1
"149","然",26,1
"150","畫",11,1
"151","發",28,1
"152","程",32,1
"153","筆",18,1
"154","答",35,1
"155","給",24,1
"156","買",11,1
"157","進",15,1
"158","開",35,1
"159","間",39,1
"160","順",13,1
"161","嗎",75,1
"162","想",134,1
"163","意",28,1
"164","感",45,1
"165","新",12,1
"166","會",114,1
"167","業",47,1
"168","概",21,1
"169","準",36,1
"170","煩",19,1
"171","經",59,1
"172","補",23,1
"173","解",34,1
"174","詢",12,1
"175","試",68,1
"176","話",21,1
"177","該",32,1
"178","資",68,1
"179","路",13,1
"180","較",36,1
"181","過",39,1
"182","道",41,1
"183","電",62,1
"184","實",27,1
"185","對",27,1
"186","榜",15,1
"187","甄",28,1
"188","碩",21,1
"189","種",15,1
"190","算",31,1
"191","網",15,1
"192","與",27,1
"193","說",31,1
"194","麼",48,1
"195","寫",22,1
"196","慮",14,1
"197","數",33,1
"198","樣",31,1
"199","確",12,1
"200","線",16,1
"201","課",45,1
"202","請",200,1
"203","論",15,1
"204","輩",14,1
"205","學",181,1
"206","擇",31,1
"207","機",59,1
"208","歷",14,1
"209","選",36,1
"210","錯",11,1
"211","幫",25,1
"212","應",31,1
"213","濟",20,1
"214","薦",30,1
"215","謝",128,1
"216","還",74,1
"217","點",35,1
"218","簡",10,1
"219","職",20,1
"220","醫",14,1
"221","題",116,1
"222","證",13,1
"223","關",29,1
"224","類",31,1
"225","覺",34,1
"226","議",17,1
"227","讀",28,1
"228","驗",13,1
"229","一下",38,2
"230","一年",11,2
"231","一個",23,2
"232","了解",11,2
"233","上的",13,2
"234","也不",11,2
"235","大大",20,2
"236","大的",14,2
"237","大概",15,2
"238","大資",10,2
"239","大電",10,2
"240","大學",20,2
"241","小弟",33,2
"242","工作",16,2
"243","已經",15,2
"244","不好",12,2
"245","不知",21,2
"246","不會",22,2
"247","不過",10,2
"248","中央",18,2
"249","什麼",22,2
"250","今年",18,2
"251","比較",34,2
"252","以想",10,2
"253","古題",19,2
"254","台大",42,2
"255","未來",10,2
"256","目前",31,2
"257","交大",20,2
"258","回答",14,2
"259","因為",43,2
"260","在職",12,2
"261","好像",22,2
"262","成大",14,2
"263","有一",10,2
"264","有人",14,2
"265","有什",11,2
"266","有沒",14,2
"267","有推",10,2
"268","有點",11,2
"269","老師",43,2
"270","考古",21,2
"271","考試",52,2
"272","考慮",13,2
"273","位大",13,2
"274","希望",21,2
"275","我的",10,2
"276","我是",11,2
"277","找教",14,2
"278","沒有",48,2
"279","究所",43,2
"280","兩間",10,2
"281","所的",25,2
"282","朋友",10,2
"283","的考",11,2
"284","的時",10,2
"285","的問",10,2
"286","的話",21,2
"287","的學",18,2
"288","知道",40,2
"289","前輩",12,2
"290","建議",16,2
"291","很多",18,2
"292","怎麼",21,2
"293","政大",10,2
"294","是不",10,2
"295","是否",12,2
"296","相關",14,2
"297","看到",12,2
"298","看看",14,2
"299","研究",57,2
"300","研所",23,2
"301","科目",13,2
"302","科技",12,2
"303","科系",13,2
"304","英文",15,2
"305","計畫",11,2
"306","計算",14,2
"307","家好",18,2
"308","時間",21,2
"309","真的",13,2
"310","高應",12,2
"311","問一",13,2
"312","問大",13,2
"313","問各",14,2
"314","問題",28,2
"315","專題",15,2
"316","推甄",25,2
"317","推薦",29,2
"318","教授",49,2
"319","清大",17,2
"320","現在",22,2
"321","畢業",17,2
"322","第一",10,2
"323","統計",31,2
"324","這兩",15,2
"325","這個",10,2
"326","這樣",18,2
"327","都有",10,2
"328","麻煩",13,2
"329","備上",10,2
"330","備取",10,2
"331","最近",15,2
"332","然後",11,2
"333","發現",11,2
"334","開始",11,2
"335","順利",11,2
"336","想要",15,2
"337","想問",16,2
"338","想請",30,2
"339","感謝",19,2
"340","感覺",17,2
"341","會不",10,2
"342","會有",13,2
"343","準備",28,2
"344","經研",10,2
"345","經濟",20,2
"346","補習",12,2
"347","試的",13,2
"348","資工",32,2
"349","電子",17,2
"350","實驗",10,2
"351","碩士",12,2
"352","算機",13,2
"353","管理",17,2
"354","課程",19,2
"355","請益",107,2
"356","請問",57,2
"357","請教",13,2
"358","學長",12,2
"359","學校",37,2
"360","機會",11,2
"361","選擇",26,2
"362","應該",16,2
"363","薦的",13,2
"364","謝大",23,2
"365","謝謝",52,2
"366","還有",14,2
"367","還是",29,2
"368","題目",17,2
"369","類的",10,2
"370","覺得",16,2
"371","大家好",18,3
"372","大資工",10,3
"373","不知道",20,3
"374","各位大",13,3
"375","有什麼",11,3
"376","有沒有",14,3
"377","考古題",19,3
"378","考試的",11,3
"379","位大大",12,3
"380","找教授",14,3
"381","究所的",10,3
"382","研究所",43,3
"383","計算機",13,3
"384","問一下",13,3
"385","問大家",13,3
"386","問各位",14,3
"387","推薦的",12,3
"388","這兩間",10,3
"389","想請問",21,3
"390","會不會",10,3
"391","請問各",12,3
"392","謝大家",22,3
"393","謝謝大",18,3
"394","各位大大",12,4
"395","研究所的",10,4
"396","請問各位",12,4
"397","謝謝大家",18,4
