"","word","sum","wordnum"
"1","乙",14,1
"2","二",27,1
"3","入",15,1
"4","力",18,1
"5","三",41,1
"6","口",10,1
"7","士",20,1
"8","子",25,1
"9","山",27,1
"10","工",135,1
"11","中",151,1
"12","五",10,1
"13","什",33,1
"14","內",33,1
"15","公",17,1
"16","分",82,1
"17","化",39,1
"18","升",15,1
"19","友",34,1
"20","天",13,1
"21","太",36,1
"22","少",16,1
"23","心",36,1
"24","手",20,1
"25","文",126,1
"26","方",62,1
"27","月",16,1
"28","丙",13,1
"29","主",20,1
"30","代",27,1
"31","出",36,1
"32","加",21,1
"33","北",54,1
"34","台",84,1
"35","四",24,1
"36","外",43,1
"37","央",29,1
"38","平",12,1
"39","未",11,1
"40","正",55,1
"41","生",96,1
"42","甲",16,1
"43","目",100,1
"44","立",23,1
"45","交",26,1
"46","先",45,1
"47","光",33,1
"48","全",16,1
"49","合",15,1
"50","名",50,1
"51","回",24,1
"52","字",12,1
"53","年",108,1
"54","式",24,1
"55","忙",19,1
"56","成",88,1
"57","收",17,1
"58","次",22,1
"59","老",90,1
"60","考",161,1
"61","行",26,1
"62","似",14,1
"63","位",145,1
"64","低",11,1
"65","作",60,1
"66","別",27,1
"67","否",26,1
"68","告",15,1
"69","均",10,1
"70","完",37,1
"71","希",50,1
"72","弟",72,1
"73","找",52,1
"74","技",18,1
"75","更",21,1
"76","材",28,1
"77","決",13,1
"78","沒",138,1
"79","私",19,1
"80","究",54,1
"81","系",117,1
"82","見",25,1
"83","走",12,1
"84","身",15,1
"85","事",23,1
"86","享",13,1
"87","來",96,1
"88","兩",60,1
"89","取",48,1
"90","始",14,1
"91","姐",17,1
"92","定",26,1
"93","幸",13,1
"94","底",14,1
"95","念",16,1
"96","怕",17,1
"97","放",22,1
"98","於",71,1
"99","明",22,1
"100","朋",20,1
"101","東",11,1
"102","板",18,1
"103","林",15,1
"104","果",32,1
"105","況",24,1
"106","法",42,1
"107","爬",21,1
"108","版",50,1
"109","物",23,1
"110","狀",11,1
"111","直",30,1
"112","知",85,1
"113","社",12,1
"114","近",34,1
"115","金",25,1
"116","長",40,1
"117","門",11,1
"118","非",28,1
"119","便",14,1
"120","信",18,1
"121","前",143,1
"122","品",10,1
"123","室",35,1
"124","度",18,1
"125","建",28,1
"126","後",78,1
"127","指",22,1
"128","為",71,1
"129","相",43,1
"130","研",88,1
"131","科",125,1
"132","約",10,1
"133","背",13,1
"134","英",18,1
"135","計",59,1
"136","重",38,1
"137","面",61,1
"138","風",12,1
"139","修",42,1
"140","個",92,1
"141","們",38,1
"142","候",13,1
"143","剛",17,1
"144","原",22,1
"145","家",58,1
"146","容",17,1
"147","差",31,1
