"","word","sum","wordnum"
"1","二",10,1
"2","力",34,1
"3","三",18,1
"4","子",10,1
"5","山",10,1
"6","工",38,1
"7","中",74,1
"8","什",18,1
"9","內",14,1
"10","公",22,1
"11","分",58,1
"12","友",14,1
"13","天",90,1
"14","太",12,1
"15","少",12,1
"16","心",44,1
"17","手",10,1
"18","文",14,1
"19","月",14,1
"20","出",48,1
"21","加",54,1
"22","北",16,1
"23","古",10,1
"24","台",78,1
"25","四",16,1
"26","央",14,1
"27","平",14,1
"28","正",42,1
"29","民",20,1
"30","生",82,1
"31","目",44,1
"32","穴",12,1
"33","立",10,1
"34","交",20,1
"35","先",14,1
"36","全",10,1
"37","名",28,1
"38","回",10,1
"39","年",80,1
"40","式",10,1
"41","成",32,1
"42","收",14,1
"43","早",12,1
"44","次",16,1
"45","老",16,1
"46","考",288,1
"47","行",10,1
"48","位",50,1
"49","作",10,1
"50","冷",10,1
"51","別",26,1
"52","利",16,1
"53","努",22,1
"54","完",22,1
"55","希",22,1
"56","弟",20,1
"57","折",10,1
"58","沒",76,1
"59","私",10,1
"60","究",18,1
"61","系",10,1
"62","見",10,1
"63","身",12,1
"64","事",14,1
"65","來",64,1
"66","兩",18,1
"67","卷",20,1
"68","取",60,1
"69","受",14,1
"70","定",30,1
"71","念",14,1
"72","放",38,1
"73","於",10,1
"74","明",44,1
"75","朋",14,1
"76","果",14,1
"77","油",54,1
"78","法",48,1
"79","版",14,1
"80","直",16,1
"81","知",26,1
"82","金",18,1
"83","長",10,1
"84","保",18,1
"85","信",16,1
"86","前",40,1
"87","南",12,1
"88","後",70,1
"89","思",10,1
"90","拜",16,1
"91","段",12,1
"92","為",34,1
"93","相",16,1
"94","研",38,1
"95","科",30,1
"96","苦",10,1
"97","計",28,1
"98","重",16,1
"99","面",16,1
"100","個",86,1
"101","們",22,1
"102","倒",16,1
"103","剛",14,1
"104","員",10,1
"105","家",92,1
"106","容",16,1
"107","差",22,1
"108","師",36,1
"109","時",50,1
"110","書",38,1
"111","校",26,1
"112","氣",38,1
"113","班",14,1
"114","真",30,1
"115","祝",46,1
"116","送",12,1
"117","做",16,1
"118","動",10,1
"119","商",10,1
"120","將",10,1
"121","張",12,1
"122","情",10,1
"123","接",12,1
"124","救",26,1
"125","教",12,1
"126","晚",14,1
"127","棄",22,1
"128","清",12,1
"129","現",32,1
"130","理",40,1
"131","畢",16,1
"132","竟",10,1
"133","組",22,1
"134","統",12,1
"135","聊",112,1
"136","處",10,1
"137","許",12,1
"138","這",54,1
"139","連",20,1
"140","部",16,1
"141","麻",12,1
"142","備",38,1
"143","剩",16,1
"144","報",26,1
"145","場",12,1
"146","幾",18,1
"147","期",10,1
"148","無",14,1
"149","然",28,1
"150","發",60,1
"151","答",18,1
"152","結",20,1
"153","給",22,1
"154","著",30,1
"155","進",12,1
"156","開",20,1
"157","閒",100,1
"158","間",48,1
"159","集",34,1
"160","順",20,1
"161","嗎",36,1
"162","想",86,1
"163","惹",14,1
"164","意",24,1
"165","感",16,1
"166","新",12,1
"167","暖",10,1
"168","會",86,1
"169","業",14,1
"170","煩",16,1
"171","當",20,1
"172","經",18,1
"173","補",10,1
"174","裡",12,1
"175","解",14,1
"176","試",68,1
"177","話",10,1
"178","該",16,1
"179","資",30,1
"180","較",10,1
"181","載",14,1
"182","過",38,1
"183","道",10,1
"184","電",14,1
"185","實",18,1
"186","對",20,1
"187","幣",14,1
"188","榜",22,1
"189","睡",12,1
"190","福",12,1
"191","種",14,1
"192","算",24,1
"193","緊",10,1
"194","與",10,1
"195","說",42,1
"196","需",12,1
"197","麼",54,1
"198","寫",28,1
"199","數",58,1
"200","樓",20,1
"201","樣",30,1
"202","確",10,1
"203","請",24,1
"204","論",10,1
"205","奮",10,1
"206","學",88,1
"207","機",26,1
"208","歷",14,1
