"","word","sum","wordnum"
"1","乙",22,1
"2","二",16,1
"3","力",25,1
"4","三",20,1
"5","口",13,1
"6","士",13,1
"7","子",32,1
"8","山",10,1
"9","工",105,1
"10","中",87,1
"11","五",11,1
"12","什",19,1
"13","內",15,1
"14","公",16,1
"15","分",47,1
"16","化",18,1
"17","友",24,1
"18","反",11,1
"19","天",44,1
"20","太",20,1
"21","少",15,1
"22","心",27,1
"23","文",53,1
"24","方",32,1
"25","日",11,1
"26","月",20,1
"27","主",10,1
"28","代",15,1
"29","出",36,1
"30","加",22,1
"31","北",22,1
"32","台",94,1
"33","四",14,1
"34","外",14,1
"35","央",24,1
"36","必",14,1
"37","未",15,1
"38","正",71,1
"39","生",95,1
"40","甲",23,1
"41","目",47,1
"42","立",10,1
"43","交",38,1
"44","件",14,1
"45","先",13,1
"46","光",18,1
"47","全",20,1
"48","名",30,1
"49","回",16,1
"50","字",12,1
"51","安",18,1
"52","年",84,1
"53","成",67,1
"54","收",19,1
"55","次",21,1
"56","死",14,1
"57","老",45,1
"58","考",147,1
"59","行",21,1
"60","位",53,1
"61","作",27,1
"62","否",10,1
"63","完",38,1
"64","希",16,1
"65","弟",25,1
"66","快",10,1
"67","找",47,1
"68","求",12,1
"69","沒",100,1
"70","究",64,1
"71","系",36,1
"72","身",13,1
"73","車",11,1
"74","事",14,1
"75","來",85,1
"76","兩",41,1
"77","卷",10,1
"78","取",103,1
"79","妹",16,1
"80","始",17,1
"81","定",30,1
"82","念",17,1
"83","放",25,1
"84","於",42,1
"85","明",29,1
"86","朋",15,1
"87","板",10,1
"88","果",34,1
"89","況",11,1
"90","法",31,1
"91","版",22,1
"92","直",17,1
"93","知",36,1
"94","表",10,1
"95","近",21,1
"96","金",15,1
"97","長",11,1
"98","門",10,1
"99","非",12,1
"100","信",28,1
"101","前",52,1
"102","室",17,1
"103","度",24,1
"104","建",18,1
"105","後",63,1
"106","指",14,1
"107","政",21,1
"108","查",28,1
"109","段",10,1
"110","活",11,1
"111","流",11,1
"112","為",77,1
"113","相",25,1
"114","研",89,1
"115","科",63,1
"116","英",16,1
"117","計",26,1
"118","重",16,1
"119","面",54,1
"120","修",31,1
"121","個",86,1
"122","們",39,1
"123","剛",11,1
"124","原",25,1
"125","家",98,1
"126","容",13,1
"127","差",17,1
"128","師",53,1
"129","料",12,1
"130","時",38,1
"131","書",17,1
"132","校",53,1
"133","班",14,1
"134","留",12,1
"135","真",35,1
"136","祝",10,1
"137","缺",22,1
"138","訊",13,1
"139","討",109,1
"140","高",11,1
"141","假",19,1
"142","做",15,1
"143","動",14,1
"144","參",12,1
"145","商",17,1
"146","問",109,1
"147","國",20,1
"148","專",11,1
"149","常",16,1
"150","強",12,1
"151","情",10,1
"152","授",53,1
"153","接",13,1
"154","推",34,1
"155","教",73,1
"156","殺",11,1
"157","清",31,1
"158","現",26,1
"159","理",25,1
"160","畢",22,1
"161","章",10,1
"162","組",74,1
"163","統",38,1
"164","習",20,1
"165","規",12,1
"166","許",11,1
"167","這",114,1
"168","通",12,1
"169","部",18,1
"170","備",74,1
"171","單",21,1
"172","報",25,1
"173","幾",16,1
"174","提",13,1
"175","換",12,1
"176","暑",16,1
"177","期",24,1
"178","無",25,1
"179","然",29,1
"180","發",27,1
"181","程",29,1
"182","結",12,1
"183","給",21,1
"184","超",10,1
"185","進",15,1
"186","開",43,1
"187","間",49,1
"188","順",10,1
"189","嗎",71,1
"190","想",87,1
"191","意",17,1
"192","感",42,1
"193","會",104,1
"194","業",40,1
"195","準",20,1
"196","煩",12,1
"197","當",17,1
"198","經",38,1
"199","補",11,1
"200","解",19,1
"201","試",72,1
"202","話",26,1
"203","該",37,1
"204","資",62,1
"205","路",14,1
"206","較",38,1
"207","過",49,1
"208","道",35,1
"209","電",56,1
"210","實",46,1
"211","對",41,1
"212","榜",21,1
"213","甄",14,1
"214","碩",26,1
"215","算",13,1
"216","與",17,1
"217","認",19,1
"218","說",65,1
"219","需",14,1
"220","領",12,1
"221","麼",49,1
"222","寫",27,1
"223","數",35,1
"224","樣",50,1
"225","篇",10,1
"226","課",22,1
"227","請",64,1
"228","論",120,1
"229","輩",13,1
"230","學",182,1
"231","擇",16,1
"232","機",41,1
"233","興",20,1
"234","選",34,1
"235","錯",11,1
"236","幫",22,1
"237","應",37,1
"238","環",46,1
"239","績",12,1
"240","薦",15,1
"241","謝",73,1
"242","還",64,1
"243","點",49,1
"244","題",88,1
"245","關",41,1
"246","難",16,1
"247","類",12,1
"248","覺",52,1
"249","議",21,1
"250","聽",12,1
"251","讀",26,1
"252","驗",29,1
"253","體",15,1
"254","讓",12,1
"255","蠻",10,1
"256","一下",29,2
"257","一定",10,2
"258","一個",25,2
"259","乙組",22,2
"260","上的",14,2
"261","口試",10,2
"262","大大",24,2
"263","大學",32,2
"264","大環",25,2
"265","小弟",23,2
"266","工乙",16,2
"267","工甲",18,2
"268","工作",16,2
"269","已經",17,2
"270","不知",22,2
"271","不會",23,2
"272","中央",23,2
"273","中興",10,2
"274","之後",10,2
"275","什麼",19,2
"276","今天",18,2
"277","今年",26,2
"278","方面",10,2
"279","比較",33,2
"280","比對",11,2
"281","他們",11,2
"282","去年",10,2
"283","可能",19,2
"284","台大",38,2
"285","台科",20,2
"286","正取",51,2
"287","甲組",18,2
"288","目前",19,2
"289","交大",16,2
"290","同學",11,2
"291","因為",26,2
"292","好像",16,2
"293","年的",11,2
"294","成大",37,2
"295","成績",12,2
"296","有人",18,2
"297","有沒",15,2
"298","老師",39,2
"299","考試",24,2
"300","位大",14,2
"301","希望",16,2
"302","我不",11,2
"303","我是",13,2
"304","沒有",46,2
"305","究生",14,2
"306","究所",38,2
"307","系統",10,2
"308","其實",11,2
"309","所的",15,2
"310","朋友",15,2
